t_s,cmd_turns,pos_turns,vel_tps,trq_Nm
5.17,-0.03215,-0.02573,-0.0525,-0.0795
5.18,-0.03241,-0.02624,-0.0563,-0.0625
5.19,-0.03268,-0.0268,-0.0616,-0.1113
5.2,-0.03295,-0.02715,-0.0686,-0.0827
5.21,-0.03322,-0.02778,-0.0672,-0.1094
5.22,-0.03349,-0.02828,-0.0741,-0.101
5.23,-0.03376,-0.02886,-0.08,-0.0883
5.24,-0.03402,-0.02937,-0.0821,-0.0604
5.25,-0.03429,-0.02992,-0.0839,-0.0778
5.26,-0.03456,-0.03065,-0.083,-0.0793
5.27,-0.03483,-0.03137,-0.0852,-0.0658
5.28,-0.03509,-0.03211,-0.0882,-0.0584
5.29,-0.03536,-0.03295,-0.0881,-0.0654
5.3,-0.03563,-0.03383,-0.0853,-0.0657
5.31,-0.03589,-0.03464,-0.0899,-0.0478
5.32,-0.03616,-0.03565,-0.0876,-0.0497
5.33,-0.03643,-0.03673,-0.0823,-0.0523
5.34,-0.03669,-0.03742,-0.0836,-0.0511
5.35,-0.03695,-0.03818,-0.0769,-0.042
5.36,-0.03721,-0.03945,-0.0753,-0.0398
5.37,-0.03748,-0.03984,-0.0673,-0.0461
5.38,-0.03774,-0.04077,-0.0655,-0.0682
5.39,-0.038,-0.04146,-0.0585,-0.0714
5.4,-0.03826,-0.04214,-0.0485,-0.0347
5.41,-0.03852,-0.04265,-0.0401,-0.0372
5.42,-0.03878,-0.04312,-0.035,-0.03
5.43,-0.03904,-0.04355,-0.033,-0.0326
5.44,-0.03929,-0.04371,-0.024,-0.0383
5.45,-0.03955,-0.04406,-0.0217,-0.0509
5.46,-0.03981,-0.04436,-0.016,-0.0316
5.47,-0.04006,-0.04435,-0.0116,-0.0527
5.48,-0.04031,-0.04441,-0.0059,-0.0571
5.49,-0.04057,-0.0446,-0.0049,-0.046
5.5,-0.04082,-0.0446,-0.0019,-0.0333
5.51,-0.04107,-0.04455,-0.0007,-0.0542
5.52,-0.04132,-0.04457,0.0003,-0.0414
5.53,-0.04157,-0.04455,-0.0002,-0.0373
5.54,-0.04182,-0.04456,-0.0011,-0.042
5.55,-0.04206,-0.04464,-0.0005,-0.0482
5.56,-0.04231,-0.04461,0.0013,-0.047
5.57,-0.04255,-0.0447,-0.0001,-0.0485
5.58,-0.04279,-0.0446,0.0003,-0.055
5.59,-0.04304,-0.04452,0.0002,-0.0526
5.6,-0.04328,-0.04458,-0.0013,-0.0608
5.61,-0.04352,-0.04461,0.0015,-0.0588
5.62,-0.04375,-0.04462,0.0002,-0.0514
5.63,-0.04398,-0.04451,-0.0005,-0.0586
5.64,-0.04422,-0.04456,0.0004,-0.0683
5.65,-0.04445,-0.04457,-0.0009,-0.0682
5.66,-0.04469,-0.04455,0.0007,-0.0666
5.67,-0.04492,-0.04464,-0.0005,-0.0637
5.68,-0.04514,-0.04458,-0.0018,-0.0754
5.69,-0.04537,-0.04466,-0.0007,-0.0717
5.7,-0.04559,-0.04466,0.0001,-0.0739
5.71,-0.04582,-0.04463,-0.0014,-0.0754
5.72,-0.04604,-0.04456,0.0002,-0.078
5.73,-0.04627,-0.04461,-0.0017,-0.0881
5.74,-0.04649,-0.04457,-0.0008,-0.0825
5.75,-0.0467,-0.04462,-0.0014,-0.0882
5.76,-0.04692,-0.04451,0.0005,-0.0796
5.77,-0.04714,-0.04464,0.0005,-0.0931
5.78,-0.04735,-0.04459,-0.0007,-0.0872
5.79,-0.04757,-0.0446,-0.0013,-0.0931
5.8,-0.04778,-0.04467,0.0008,-0.1044
5.81,-0.04799,-0.04457,0.001,-0.0963
5.82,-0.0482,-0.04466,0.0005,-0.0937
5.83,-0.04841,-0.0447,-0.0019,-0.1048
5.84,-0.04862,-0.04459,0.0005,-0.1032
5.85,-0.04882,-0.04469,-0.0024,-0.1113
5.86,-0.04903,-0.0447,-0.0025,-0.1177
5.87,-0.04923,-0.04478,-0.0051,-0.1106
5.88,-0.04943,-0.04477,-0.0067,-0.1069
5.89,-0.04963,-0.04488,-0.0086,-0.1052
5.9,-0.04983,-0.04496,-0.0103,-0.1208
5.91,-0.05002,-0.04511,-0.0151,-0.1001
5.92,-0.05022,-0.0453,-0.0185,-0.1211
5.93,-0.05042,-0.04557,-0.0213,-0.1006
5.94,-0.05061,-0.04586,-0.0237,-0.132
5.95,-0.05079,-0.04622,-0.0259,-0.1062
5.96,-0.05098,-0.04654,-0.0301,-0.1144
5.97,-0.05117,-0.04681,-0.0296,-0.1008
5.98,-0.05135,-0.04707,-0.0375,-0.1138
5.99,-0.05154,-0.04746,-0.0382,-0.0938
6,-0.05173,-0.04774,-0.041,-0.0827
6.01,-0.0519,-0.04919,-0.0598,-0.0936
6.02,-0.05208,-0.04955,-0.0589,-0.0715
6.03,-0.05225,-0.05005,-0.0655,-0.0774
6.04,-0.05243,-0.05039,-0.0661,-0.0664
6.05,-0.0526,-0.05099,-0.0696,-0.0934
6.06,-0.05278,-0.05146,-0.0714,-0.066
6.07,-0.05295,-0.05205,-0.0708,-0.0296
6.08,-0.05311,-0.05262,-0.0722,-0.079
6.09,-0.05327,-0.05317,-0.0726,-0.068
6.1,-0.05344,-0.0539,-0.0712,-0.0737
6.11,-0.0536,-0.05465,-0.0733,-0.0448
6.12,-0.05376,-0.05518,-0.0666,-0.0551
6.13,-0.05392,-0.05604,-0.0641,-0.0396
6.14,-0.05407,-0.05688,-0.0644,-0.0394
6.15,-0.05423,-0.05739,-0.0593,-0.0665
6.16,-0.05437,-0.05803,-0.0577,-0.0502
6.17,-0.05452,-0.05884,-0.051,-0.0713
6.18,-0.05467,-0.05926,-0.0441,-0.0311
6.19,-0.05482,-0.05961,-0.0382,-0.0481
6.2,-0.05496,-0.0599,-0.0327,-0.0586
6.21,-0.0551,-0.06027,-0.0252,-0.0407
6.22,-0.05524,-0.06049,-0.0217,-0.0441
6.23,-0.05537,-0.06064,-0.0165,-0.0344
6.24,-0.0555,-0.06076,-0.0088,-0.0465
6.25,-0.05564,-0.06082,-0.0001,-0.0465
6.26,-0.05577,-0.0609,-0.0005,-0.0377
6.27,-0.0559,-0.06083,-0.0012,-0.0461
6.28,-0.05601,-0.06087,0.0021,-0.0424
6.29,-0.05613,-0.06089,0.0027,-0.0243
6.3,-0.05625,-0.06084,0.0004,-0.0362
6.31,-0.05636,-0.06088,-0.0021,-0.0347
6.32,-0.05648,-0.06091,-0.0034,-0.0259
6.33,-0.05659,-0.06083,-0.0002,-0.0252
6.34,-0.05669,-0.06091,-0.0007,-0.0347
6.35,-0.05677,-0.06087,-0.002,-0.0263
6.36,-0.05684,-0.06079,0.0008,-0.0286
6.37,-0.05692,-0.0609,-0.0022,-0.0315
6.38,-0.057,-0.0608,-0.0025,-0.0062
6.39,-0.05499,-0.06081,0.001,0.054
6.4,-0.05158,-0.06085,0.0007,0.0861
6.41,-0.05161,-0.06078,0.0047,0.0808
6.42,-0.05164,-0.0608,0.0001,0.045
6.43,-0.05167,-0.06081,-0.0005,0.0371
6.44,-0.0517,-0.06086,-0.0014,0.0358
6.45,-0.05173,-0.06079,0.002,0.0358
6.46,-0.05175,-0.06083,0.0008,0.0356
6.47,-0.05173,-0.06079,0.0004,0.0391
6.48,-0.05167,-0.06085,-0.0009,0.0541
6.49,-0.05159,-0.0608,0.0034,0.0483
6.5,-0.05151,-0.06078,0.001,0.0558
6.51,-0.05143,-0.06073,0.0019,0.0621
6.52,-0.05135,-0.06077,-0.0008,0.0425
6.53,-0.05126,-0.06073,0.0014,0.0608
6.54,-0.05111,-0.06078,0.0019,0.0763
6.55,-0.05093,-0.06072,0.0012,0.0826
6.56,-0.05074,-0.06078,0.0009,0.0841
6.57,-0.05055,-0.06073,0.0018,0.0789
6.58,-0.05035,-0.06074,0.0015,0.0805
6.59,-0.05016,-0.06078,0.0041,0.0996
6.6,-0.04994,-0.06063,0.0102,0.0939
6.61,-0.04971,-0.06056,0.0086,0.0926
6.62,-0.04945,-0.06042,0.0144,0.1025
6.63,-0.04918,-0.06025,0.0152,0.1037
6.64,-0.04892,-0.06001,0.0206,0.0824
6.65,-0.04866,-0.0598,0.0251,0.1008
6.66,-0.0484,-0.0596,0.0287,0.1188
6.67,-0.04813,-0.05924,0.0336,0.1113
6.68,-0.04784,-0.05901,0.0378,0.1157
6.69,-0.04755,-0.05886,0.0413,0.0946
6.7,-0.04726,-0.05833,0.0457,0.1245
6.71,-0.04697,-0.0575,0.0445,0.1305
6.72,-0.04668,-0.05701,0.056,0.1331
6.73,-0.04639,-0.05621,0.0542,0.1075
6.74,-0.0461,-0.05544,0.0621,0.111
6.75,-0.04581,-0.05468,0.0656,0.0808
6.76,-0.04552,-0.05403,0.0661,0.1076
6.77,-0.04522,-0.0535,0.0685,0.0699
6.78,-0.04493,-0.05277,0.0729,0.0795
6.79,-0.04464,-0.05215,0.0744,0.1309
6.8,-0.04434,-0.05148,0.0754,0.0871
6.81,-0.04405,-0.05099,0.0764,0.1135
6.82,-0.04376,-0.05031,0.0806,0.0948
6.83,-0.04347,-0.04973,0.082,0.0743
6.84,-0.04318,-0.04907,0.0883,0.1291
6.85,-0.04289,-0.0486,0.0859,0.1043
6.86,-0.0426,-0.04781,0.087,0.078
6.87,-0.04231,-0.04698,0.0919,0.0603
6.88,-0.04203,-0.04631,0.0918,0.0958
6.89,-0.04174,-0.04512,0.0908,0.059
6.9,-0.04146,-0.04448,0.0931,0.06
6.91,-0.04117,-0.04349,0.094,0.0661
6.92,-0.04089,-0.04253,0.0928,0.0448
6.93,-0.0406,-0.04142,0.092,0.0621
6.94,-0.04032,-0.04042,0.0912,0.0395
6.95,-0.04004,-0.03926,0.089,0.07
6.96,-0.03977,-0.03787,0.0885,0.0462
6.97,-0.03949,-0.03683,0.0848,0.0312
6.98,-0.03921,-0.03598,0.0802,0.0232
6.99,-0.03893,-0.0352,0.073,0.0328
7,-0.03865,-0.03437,0.071,0.0247
7.01,-0.03838,-0.03222,0.053,0.0172
7.02,-0.0381,-0.03169,0.0455,0.0139
7.03,-0.03783,-0.0314,0.0409,0.0299
7.04,-0.03756,-0.0311,0.035,0.0249
7.05,-0.03729,-0.03089,0.0285,0.0213
7.06,-0.03701,-0.0305,0.0214,0.0205
7.07,-0.03674,-0.03037,0.0142,0.0402
7.08,-0.03647,-0.03039,0.0097,0.0297
7.09,-0.03621,-0.03033,0.0022,0.0363
7.1,-0.03594,-0.03041,-0.0011,0.0279
7.11,-0.03567,-0.03033,0.0002,0.0251
7.12,-0.03541,-0.03033,0,0.0106
7.13,-0.03514,-0.03037,-0.0011,0.0259
7.14,-0.03488,-0.03041,-0.0011,0.0276
7.15,-0.03462,-0.03039,0.0012,0.0207
7.16,-0.03436,-0.03034,0.0012,0.0221
7.17,-0.0341,-0.03031,0.0021,0.0196
7.18,-0.03384,-0.03038,0.0012,0.0238
7.19,-0.03358,-0.03038,0.0006,0.0135
7.2,-0.03331,-0.03029,-0.0001,0.0207
7.21,-0.03306,-0.03024,-0.0008,0.0342
7.22,-0.03281,-0.03034,0.0003,0.028
7.23,-0.03256,-0.03035,0.0004,0.021
7.24,-0.03231,-0.03033,-0.0009,0.035
7.25,-0.03205,-0.03035,-0.0007,0.0331
7.26,-0.0318,-0.03031,0,0.0504
7.27,-0.03155,-0.03038,0.002,0.0328
7.28,-0.03131,-0.03028,0.0015,0.0527
7.29,-0.03106,-0.03044,0.0004,0.0297
7.3,-0.03082,-0.03028,0.0025,0.0307
7.31,-0.03057,-0.03032,0.0019,0.0491
7.32,-0.03033,-0.03029,-0.0025,0.0527
7.33,-0.03008,-0.03028,-0.0015,0.0567
7.34,-0.02984,-0.03037,0.0006,0.051
7.35,-0.0296,-0.03035,0.0007,0.0466
7.36,-0.02936,-0.03039,-0.0005,0.0541
7.37,-0.02912,-0.03035,0.0004,0.0568
7.38,-0.02888,-0.03034,0.0011,0.0548
7.39,-0.02864,-0.03036,-0.0017,0.055
7.4,-0.02841,-0.03036,-0.0002,0.0575
7.41,-0.02817,-0.03036,0.0001,0.0537
7.42,-0.02794,-0.03036,-0,0.0811
7.43,-0.02771,-0.03038,0.0013,0.071
7.44,-0.02748,-0.03029,-0.0005,0.0766
7.45,-0.02725,-0.03031,-0.0023,0.09
7.46,-0.02701,-0.03034,-0.0008,0.0797
7.47,-0.02678,-0.03028,0.0001,0.0922
7.48,-0.02656,-0.03037,0.0006,0.0953
7.49,-0.02633,-0.03037,0.0034,0.0876
7.5,-0.02611,-0.0304,0.0022,0.0769
7.51,-0.02588,-0.03031,0.0019,0.0766
7.52,-0.02566,-0.03022,0.0068,0.103
7.53,-0.02544,-0.03022,0.0041,0.1011
7.54,-0.02522,-0.03025,0.005,0.095
7.55,-0.025,-0.03021,0.0035,0.0838
7.56,-0.02478,-0.03016,0.0058,0.1102
7.57,-0.02456,-0.03008,0.0082,0.088
7.58,-0.02435,-0.02998,0.0099,0.1221
7.59,-0.02413,-0.02989,0.0152,0.1155
7.6,-0.02391,-0.02978,0.0157,0.0977
7.61,-0.0237,-0.0298,0.0176,0.109
7.62,-0.02349,-0.02961,0.0209,0.106
7.63,-0.02328,-0.02932,0.0286,0.102
7.64,-0.02308,-0.0292,0.0266,0.1284
7.65,-0.02287,-0.02885,0.0336,0.1401
7.66,-0.02266,-0.02856,0.0384,0.1143
7.67,-0.02245,-0.02827,0.0389,0.0914
7.68,-0.02225,-0.02795,0.0435,0.1228
7.69,-0.02205,-0.0276,0.0483,0.1113
7.7,-0.02185,-0.02722,0.0523,0.115
7.71,-0.02165,-0.02674,0.0537,0.0964
7.72,-0.02145,-0.02632,0.0576,0.0929
7.73,-0.02126,-0.02593,0.0605,0.1093
7.74,-0.02107,-0.02545,0.0641,0.1222
7.75,-0.02088,-0.0247,0.0685,0.0753
7.76,-0.0207,-0.02419,0.0668,0.0997
7.77,-0.02051,-0.02337,0.0673,0.086
7.78,-0.02033,-0.02262,0.0707,0.0778
7.79,-0.02015,-0.02193,0.0706,0.0989
7.8,-0.01998,-0.02119,0.0688,0.0588
7.81,-0.01982,-0.02024,0.0711,0.042
7.82,-0.01968,-0.01955,0.0704,0.0677
7.83,-0.01954,-0.01893,0.0717,0.0605
7.84,-0.0194,-0.01791,0.0715,0.0687
7.85,-0.01926,-0.01691,0.0677,0.07
7.86,-0.01913,-0.01601,0.0658,0.0227
7.87,-0.01901,-0.01532,0.0625,0.0333
7.88,-0.01895,-0.01468,0.0571,0.0276
7.89,-0.01889,-0.01397,0.0535,0.0217
7.9,-0.01883,-0.01334,0.0516,0.0246
7.91,-0.01877,-0.01293,0.0417,0.0283
7.92,-0.01871,-0.01233,0.0412,0.0292
7.93,-0.01867,-0.01197,0.035,0.0206
7.94,-0.01864,-0.0117,0.0283,0.0253
7.95,-0.01866,-0.01161,0.021,0.0198
7.96,-0.01867,-0.01149,0.0161,0.0241
7.97,-0.01868,-0.0114,0.0108,0.0113
7.98,-0.01869,-0.01137,0.0014,-0.0037
7.99,-0.0208,-0.01132,-0.001,-0.0591
8,-0.02429,-0.01132,-0.0063,-0.1089
8.01,-0.02437,-0.01178,-0.0255,-0.0869
8.02,-0.02446,-0.01199,-0.0241,-0.0691
8.03,-0.02454,-0.01209,-0.0256,-0.0613
8.04,-0.02462,-0.01241,-0.0254,-0.0799
8.05,-0.02471,-0.01288,-0.0259,-0.0616
8.06,-0.02479,-0.01293,-0.0276,-0.0504
8.07,-0.02492,-0.01325,-0.0286,-0.0693
8.08,-0.02509,-0.01347,-0.0312,-0.0774
8.09,-0.02528,-0.01389,-0.0313,-0.0786
8.1,-0.02547,-0.01416,-0.035,-0.0782
8.11,-0.02565,-0.01449,-0.0349,-0.0754
8.12,-0.02584,-0.01502,-0.0385,-0.0984
8.13,-0.02603,-0.01528,-0.0403,-0.104
8.14,-0.02625,-0.01574,-0.0375,-0.0715
8.15,-0.02649,-0.01625,-0.0395,-0.0608
8.16,-0.02672,-0.01684,-0.0402,-0.1026
8.17,-0.02696,-0.01714,-0.0431,-0.0719
8.18,-0.0272,-0.01779,-0.0391,-0.1049
8.19,-0.02744,-0.01822,-0.0424,-0.0588
8.2,-0.02768,-0.01855,-0.0447,-0.0998
8.21,-0.02793,-0.01908,-0.0446,-0.0866
8.22,-0.02819,-0.01959,-0.0419,-0.1085
8.23,-0.02845,-0.02009,-0.0395,-0.0878
8.24,-0.02871,-0.02055,-0.0406,-0.0809
8.25,-0.02896,-0.02118,-0.0364,-0.1149
8.26,-0.02922,-0.02144,-0.0368,-0.1186
8.27,-0.02948,-0.02204,-0.0374,-0.1149
8.28,-0.02975,-0.02245,-0.0364,-0.075
8.29,-0.03001,-0.02291,-0.0369,-0.0885
8.3,-0.03028,-0.02357,-0.036,-0.1009
8.31,-0.03054,-0.02391,-0.0364,-0.1189
8.32,-0.03081,-0.02435,-0.0371,-0.1102
8.33,-0.03107,-0.02497,-0.0401,-0.0713
8.34,-0.03134,-0.02547,-0.0381,-0.1237
8.35,-0.03161,-0.02572,-0.0421,-0.097
8.36,-0.03188,-0.02616,-0.0472,-0.11
8.37,-0.03215,-0.02651,-0.0503,-0.1014
8.38,-0.03241,-0.02687,-0.0542,-0.1112
8.39,-0.03268,-0.02731,-0.0565,-0.0791
8.4,-0.03295,-0.02786,-0.0592,-0.0771
8.41,-0.03322,-0.02828,-0.0658,-0.0728
8.42,-0.03349,-0.02879,-0.0696,-0.0698
8.43,-0.03376,-0.0293,-0.0745,-0.103
8.44,-0.03402,-0.02984,-0.0762,-0.0783
8.45,-0.03429,-0.03042,-0.0772,-0.0793
8.46,-0.03456,-0.031,-0.079,-0.0535
8.47,-0.03483,-0.03169,-0.08,-0.0679
8.48,-0.03509,-0.03253,-0.0837,-0.0849
8.49,-0.03536,-0.03321,-0.0812,-0.082
8.5,-0.03563,-0.03416,-0.0822,-0.0749
8.51,-0.03589,-0.03501,-0.0793,-0.0379
8.52,-0.03616,-0.03566,-0.0824,-0.0399
8.53,-0.03643,-0.03659,-0.0774,-0.0592
8.54,-0.03669,-0.03739,-0.0727,-0.0376
8.55,-0.03695,-0.0382,-0.0724,-0.0529
8.56,-0.03721,-0.03951,-0.0642,-0.0646
8.57,-0.03748,-0.0399,-0.0619,-0.0368
8.58,-0.03774,-0.04043,-0.0564,-0.0444
8.59,-0.038,-0.04114,-0.0501,-0.0515
8.6,-0.03826,-0.04188,-0.0452,-0.053
8.61,-0.03852,-0.04235,-0.0365,-0.0477
8.62,-0.03878,-0.04265,-0.0319,-0.0227
8.63,-0.03904,-0.04299,-0.0276,-0.0273
8.64,-0.03929,-0.04328,-0.0242,-0.0413
8.65,-0.03955,-0.04347,-0.0197,-0.0345
8.66,-0.03981,-0.04359,-0.0124,-0.0483
8.67,-0.04006,-0.04383,-0.0089,-0.0518
8.68,-0.04031,-0.04376,-0.0055,-0.0473
8.69,-0.04057,-0.04395,-0.0037,-0.0549
8.7,-0.04082,-0.0439,0.0021,-0.0472
8.71,-0.04107,-0.04398,0,-0.0481
8.72,-0.04132,-0.04394,-0.0012,-0.0572
8.73,-0.04157,-0.04383,-0.001,-0.0548
8.74,-0.04182,-0.044,0.0003,-0.0601
8.75,-0.04206,-0.04386,0.0006,-0.0549
8.76,-0.04231,-0.04398,0.0005,-0.0462
8.77,-0.04255,-0.04394,0.0018,-0.0561
8.78,-0.04279,-0.04398,0.0007,-0.0614
8.79,-0.04304,-0.0439,0.0008,-0.0434
8.8,-0.04328,-0.04402,0.0004,-0.0533
8.81,-0.04352,-0.04389,0.0021,-0.0655
8.82,-0.04375,-0.04394,0.0021,-0.0688
8.83,-0.04398,-0.04397,0.0003,-0.0659
8.84,-0.04422,-0.04398,-0.0005,-0.0647
8.85,-0.04445,-0.04388,0.0003,-0.0764
8.86,-0.04469,-0.04387,0.0006,-0.0684
8.87,-0.04492,-0.04397,0.0009,-0.0715
8.88,-0.04514,-0.04384,0.0015,-0.0598
8.89,-0.04537,-0.04381,-0.001,-0.0709
8.9,-0.04559,-0.04396,-0.0003,-0.0782
8.91,-0.04582,-0.04395,0.0013,-0.0772
8.92,-0.04604,-0.04392,0.0014,-0.077
8.93,-0.04627,-0.04393,0.0006,-0.0925
8.94,-0.04649,-0.04388,-0.0008,-0.0898
8.95,-0.0467,-0.04399,-0.0002,-0.0838
8.96,-0.04692,-0.04395,-0.0037,-0.0907
8.97,-0.04714,-0.04404,-0.001,-0.0916
8.98,-0.04735,-0.04397,-0.0037,-0.0941
8.99,-0.04757,-0.04406,-0.0036,-0.1061
9,-0.04778,-0.04407,-0.0058,-0.1054
9.01,-0.04799,-0.04432,-0.0049,-0.0987
9.02,-0.0482,-0.04441,-0.009,-0.1109
9.03,-0.04841,-0.04445,-0.008,-0.1227
9.04,-0.04862,-0.04466,-0.0107,-0.1196
9.05,-0.04882,-0.04472,-0.0105,-0.1033
9.06,-0.04903,-0.04489,-0.0148,-0.1065
9.07,-0.04923,-0.04506,-0.0164,-0.1147
9.08,-0.04943,-0.04522,-0.0227,-0.1186
9.09,-0.04963,-0.04553,-0.0217,-0.1069
9.1,-0.04983,-0.0459,-0.0278,-0.1034
9.11,-0.05002,-0.04618,-0.0267,-0.1181
9.12,-0.05022,-0.04657,-0.028,-0.1126
9.13,-0.05042,-0.04681,-0.0336,-0.1045
9.14,-0.05061,-0.04713,-0.0373,-0.1239
9.15,-0.05079,-0.04738,-0.0407,-0.0748
9.16,-0.05098,-0.04788,-0.0459,-0.0996
9.17,-0.05117,-0.0484,-0.0467,-0.0524
9.18,-0.05135,-0.04867,-0.0547,-0.1035
9.19,-0.05154,-0.04896,-0.0567,-0.0795
9.2,-0.05173,-0.04949,-0.0567,-0.0663
9.21,-0.0519,-0.04986,-0.0654,-0.0783
9.22,-0.05208,-0.05035,-0.0692,-0.091
9.23,-0.05225,-0.05084,-0.0712,-0.0907
9.24,-0.05243,-0.0514,-0.0708,-0.0802
9.25,-0.0526,-0.05202,-0.0729,-0.0573
9.26,-0.05278,-0.05248,-0.0717,-0.0768
9.27,-0.05295,-0.05296,-0.0743,-0.0754
9.28,-0.05311,-0.0537,-0.0741,-0.048
9.29,-0.05327,-0.05455,-0.0727,-0.0529
9.3,-0.05344,-0.05525,-0.071,-0.0641
9.31,-0.0536,-0.05597,-0.0705,-0.0449
9.32,-0.05376,-0.05667,-0.0672,-0.0564
9.33,-0.05392,-0.0573,-0.0613,-0.0364
9.34,-0.05407,-0.05815,-0.0584,-0.0157
9.35,-0.05423,-0.05869,-0.0509,-0.0392
9.36,-0.05437,-0.0592,-0.0471,-0.0303
9.37,-0.05452,-0.05959,-0.0404,-0.0453
9.38,-0.05467,-0.06003,-0.0372,-0.0453
9.39,-0.05482,-0.06038,-0.0268,-0.0348
9.4,-0.05496,-0.06061,-0.0254,-0.0448
9.41,-0.0551,-0.06085,-0.0163,-0.0337
9.42,-0.05524,-0.06098,-0.0107,-0.03
9.43,-0.05537,-0.06105,-0.0027,-0.0387
9.44,-0.0555,-0.06101,-0.0036,-0.0476
9.45,-0.05564,-0.06099,-0,-0.0214
9.46,-0.05577,-0.061,0.0024,-0.0278
9.47,-0.0559,-0.06104,0.0018,-0.0298
9.48,-0.05601,-0.06105,0.001,-0.0275
9.49,-0.05613,-0.06111,-0.0005,-0.0263
9.5,-0.05625,-0.06107,-0.0001,-0.0274
9.51,-0.05636,-0.06104,0.0009,-0.0193
9.52,-0.05648,-0.06107,-0.0001,-0.0309
9.53,-0.05659,-0.06099,-0.0014,-0.0229
9.54,-0.05669,-0.06098,-0.0017,-0.0249
9.55,-0.05677,-0.0611,0.0011,-0.0334
9.56,-0.05684,-0.06108,0.0033,-0.0259
9.57,-0.05692,-0.06101,-0.0007,-0.0297
9.58,-0.057,-0.06108,-0.001,-0.0109
9.59,-0.05499,-0.06106,0.0009,0.0492
9.6,-0.05158,-0.06112,-0.0012,0.1001
9.61,-0.05161,-0.06103,0.0054,0.0705
9.62,-0.05164,-0.061,0.0024,0.0351
9.63,-0.05167,-0.06096,-0.0018,0.0465
9.64,-0.0517,-0.06102,0.0011,0.0406
9.65,-0.05173,-0.06097,-0.0019,0.0425
9.66,-0.05175,-0.06102,-0.0022,0.0421
9.67,-0.05173,-0.06092,-0.0002,0.0554
9.68,-0.05167,-0.06087,-0.0026,0.0531
9.69,-0.05159,-0.06091,-0.0003,0.056
9.7,-0.05151,-0.06103,0.0029,0.0563
9.71,-0.05143,-0.061,0.0009,0.0537
9.72,-0.05135,-0.06098,-0.0008,0.0713
9.73,-0.05126,-0.06096,-0.0002,0.086
9.74,-0.05111,-0.06097,0.0048,0.069
9.75,-0.05093,-0.06088,0.0041,0.0772
9.76,-0.05074,-0.06087,0.0054,0.0784
9.77,-0.05055,-0.06081,0.0045,0.0593
9.78,-0.05035,-0.0607,0.0064,0.0906
9.79,-0.05016,-0.06051,0.0101,0.0889
9.8,-0.04994,-0.06047,0.0129,0.1045
9.81,-0.04971,-0.06033,0.0181,0.1062
9.82,-0.04945,-0.06004,0.0197,0.0812
9.83,-0.04918,-0.0599,0.0276,0.1069
9.84,-0.04892,-0.05967,0.029,0.0858
9.85,-0.04866,-0.05964,0.0366,0.0884
9.86,-0.0484,-0.05942,0.0415,0.093
9.87,-0.04813,-0.05879,0.0454,0.1188
9.88,-0.04784,-0.05835,0.0417,0.0732
9.89,-0.04755,-0.0576,0.0467,0.1121
9.9,-0.04726,-0.05653,0.0524,0.0904
9.91,-0.04697,-0.05615,0.0562,0.0846
9.92,-0.04668,-0.05535,0.06,0.1103
9.93,-0.04639,-0.05477,0.062,0.0853
9.94,-0.0461,-0.05399,0.0642,0.1004
9.95,-0.04581,-0.0535,0.0655,0.1076
9.96,-0.04552,-0.05288,0.07,0.0908
9.97,-0.04522,-0.05229,0.0708,0.1006
9.98,-0.04493,-0.05173,0.0721,0.0597
9.99,-0.04464,-0.05113,0.0747,0.0993
10,-0.04434,-0.0505,0.0777,0.0772
10.01,-0.04405,-0.04853,0.0816,0.088
10.02,-0.04376,-0.04792,0.0782,0.0893
10.03,-0.04347,-0.04715,0.0833,0.0706
10.04,-0.04318,-0.04639,0.0862,0.0747
10.05,-0.04289,-0.04542,0.0869,0.0748
10.06,-0.0426,-0.04475,0.0834,0.1056
10.07,-0.04231,-0.044,0.0867,0.0588
10.08,-0.04203,-0.04317,0.0857,0.0396
10.09,-0.04174,-0.0421,0.0828,0.0406
10.1,-0.04146,-0.04104,0.0801,0.027
10.11,-0.04117,-0.04024,0.08,0.0429
10.12,-0.04089,-0.0393,0.0815,0.0531
10.13,-0.0406,-0.03773,0.0754,0.0253
10.14,-0.04032,-0.03731,0.0761,0.0191
10.15,-0.04004,-0.03651,0.0662,0.0214
10.16,-0.03977,-0.03588,0.0658,0.0155
10.17,-0.03949,-0.03515,0.059,0.0261
10.18,-0.03921,-0.03441,0.0551,0.0432
10.19,-0.03893,-0.03379,0.0513,0.0268
10.2,-0.03865,-0.0333,0.0468,0.0237
10.21,-0.03838,-0.03281,0.0409,0.0348
10.22,-0.0381,-0.0325,0.0357,0.0161
10.23,-0.03783,-0.03213,0.029,0.0322
10.24,-0.03756,-0.03199,0.0234,0.0243
10.25,-0.03729,-0.03174,0.0203,0.0121
10.26,-0.03701,-0.03163,0.0155,0.0262
10.27,-0.03674,-0.0315,0.0075,0.0273
10.28,-0.03647,-0.03151,0.0047,0.0425
10.29,-0.03621,-0.03142,0.001,0.0394
10.3,-0.03594,-0.0314,0.0006,0.0133
10.31,-0.03567,-0.03149,-0.0002,0.0287
10.32,-0.03541,-0.03139,0.0014,0.0196
10.33,-0.03514,-0.03154,-0.0022,0.0188
10.34,-0.03488,-0.03151,-0.0026,0.0213
10.35,-0.03462,-0.03153,0.0012,0.0367
10.36,-0.03436,-0.03144,-0.0013,0.0287
10.37,-0.0341,-0.03148,0.0009,0.023
