t_s,cmd_turns,pos_turns,vel_tps,trq_Nm
5.25,-0.03429,0.01893,-0,-0.0866
5.26,-0.03456,0.01896,-0.0001,-0.0816
5.27,-0.03483,0.01897,-0.0019,-0.0875
5.28,-0.03509,0.01896,-0.0016,-0.0887
5.29,-0.03536,0.01905,-0.0024,-0.0917
5.3,-0.03563,0.01905,-0.0039,-0.0825
5.31,-0.03589,0.01907,-0.0014,-0.096
5.32,-0.03616,0.01894,-0.0038,-0.1076
5.33,-0.03643,0.01887,-0.0056,-0.1014
5.34,-0.03669,0.01893,-0.0038,-0.1085
5.35,-0.03695,0.01868,-0.0082,-0.1075
5.36,-0.03721,0.01868,-0.0079,-0.1005
5.37,-0.03748,0.01853,-0.0103,-0.1053
5.38,-0.03774,0.01835,-0.0156,-0.1139
5.39,-0.038,0.01814,-0.021,-0.0911
5.4,-0.03826,0.01799,-0.0173,-0.1076
5.41,-0.03852,0.01784,-0.0219,-0.1171
5.42,-0.03878,0.01743,-0.0267,-0.1023
5.43,-0.03904,0.01722,-0.0292,-0.1022
5.44,-0.03929,0.01701,-0.0334,-0.1109
5.45,-0.03955,0.01685,-0.04,-0.0993
5.46,-0.03981,0.01655,-0.0391,-0.107
5.47,-0.04006,0.01607,-0.0415,-0.1235
5.48,-0.04031,0.01588,-0.0494,-0.1181
5.49,-0.04057,0.01551,-0.0526,-0.1252
5.5,-0.04082,0.01523,-0.0627,-0.0757
5.51,-0.04107,0.01485,-0.0615,-0.1514
5.52,-0.04132,0.01434,-0.0671,-0.1318
5.53,-0.04157,0.01383,-0.0715,-0.1464
5.54,-0.04182,0.01333,-0.0759,-0.1076
5.55,-0.04206,0.01284,-0.0789,-0.1654
5.56,-0.04231,0.01191,-0.0828,-0.1523
5.57,-0.04255,0.01112,-0.0876,-0.1133
5.58,-0.04279,0.01018,-0.0879,-0.1353
5.59,-0.04304,0.00937,-0.0863,-0.1569
5.6,-0.04328,0.00838,-0.0908,-0.0996
5.61,-0.04352,0.00751,-0.0885,-0.1642
5.62,-0.04375,0.00616,-0.091,-0.1151
5.63,-0.04398,0.0047,-0.0946,-0.1297
5.64,-0.04422,0.00439,-0.0951,-0.0976
5.65,-0.04445,0.00259,-0.0955,-0.1363
5.66,-0.04469,0.00073,-0.1002,-0.1196
5.67,-0.04492,-0.00011,-0.1007,-0.1199
5.68,-0.04514,-0.00137,-0.1054,-0.1243
5.69,-0.04537,-0.00241,-0.1059,-0.1397
5.7,-0.04559,-0.0035,-0.1106,-0.1026
5.71,-0.04582,-0.00435,-0.111,-0.1561
5.72,-0.04604,-0.00497,-0.1144,-0.137
5.73,-0.04627,-0.00581,-0.1215,-0.1327
5.74,-0.04649,-0.00656,-0.124,-0.1459
5.75,-0.0467,-0.00772,-0.1272,-0.1043
5.76,-0.04692,-0.0088,-0.1288,-0.1616
5.77,-0.04714,-0.00994,-0.1342,-0.1434
5.78,-0.04735,-0.01128,-0.1335,-0.1322
5.79,-0.04757,-0.01262,-0.1356,-0.1269
5.8,-0.04778,-0.01433,-0.1355,-0.1022
5.81,-0.04799,-0.01614,-0.1362,-0.0414
5.82,-0.0482,-0.01764,-0.135,-0.0779
5.83,-0.04841,-0.01922,-0.1359,-0.0871
5.84,-0.04862,-0.02117,-0.1326,-0.0821
5.85,-0.04882,-0.02298,-0.133,-0.123
5.86,-0.04903,-0.02456,-0.134,-0.1271
5.87,-0.04923,-0.02538,-0.1331,-0.1178
5.88,-0.04943,-0.02625,-0.1391,-0.0889
5.89,-0.04963,-0.02729,-0.14,-0.1114
5.9,-0.04983,-0.02824,-0.1448,-0.0782
5.91,-0.05002,-0.02941,-0.1419,-0.1404
5.92,-0.05022,-0.03063,-0.1433,-0.1219
5.93,-0.05042,-0.03191,-0.1444,-0.1225
5.94,-0.05061,-0.03379,-0.1458,-0.0861
5.95,-0.05079,-0.0354,-0.1421,-0.0778
5.96,-0.05098,-0.03688,-0.1422,-0.0517
5.97,-0.05117,-0.03871,-0.1424,-0.07
5.98,-0.05135,-0.04029,-0.1374,-0.0865
5.99,-0.05154,-0.04251,-0.1326,-0.0856
6,-0.05173,-0.04358,-0.1298,-0.0533
6.01,-0.0519,-0.04757,-0.1266,-0.0609
6.02,-0.05208,-0.04847,-0.1262,-0.0575
6.03,-0.05225,-0.04929,-0.1251,-0.0643
6.04,-0.05243,-0.05021,-0.1271,-0.055
6.05,-0.0526,-0.05124,-0.1239,-0.0844
6.06,-0.05278,-0.05219,-0.1216,-0.0641
6.07,-0.05295,-0.05356,-0.1187,-0.0785
6.08,-0.05311,-0.05496,-0.1174,-0.0498
6.09,-0.05327,-0.05588,-0.1122,-0.0544
6.1,-0.05344,-0.05749,-0.113,-0.0297
6.11,-0.0536,-0.05871,-0.1043,-0.0409
6.12,-0.05376,-0.05991,-0.1031,-0.0352
6.13,-0.05392,-0.06104,-0.0966,-0.0444
6.14,-0.05407,-0.06247,-0.0913,-0.0301
6.15,-0.05423,-0.06337,-0.0867,-0.0242
6.16,-0.05437,-0.06461,-0.0805,-0.0537
6.17,-0.05452,-0.06571,-0.0748,-0.0489
6.18,-0.05467,-0.06628,-0.0693,-0.0483
6.19,-0.05482,-0.06682,-0.066,-0.0391
6.2,-0.05496,-0.06724,-0.0608,-0.0388
6.21,-0.0551,-0.0677,-0.0578,-0.047
6.22,-0.05524,-0.0681,-0.0556,-0.0402
6.23,-0.05537,-0.06858,-0.0508,-0.0278
6.24,-0.0555,-0.06899,-0.0474,-0.0343
6.25,-0.05564,-0.06924,-0.049,-0.0258
6.26,-0.05577,-0.06963,-0.0426,-0.0347
6.27,-0.0559,-0.06992,-0.0363,-0.0234
6.28,-0.05601,-0.07012,-0.0346,-0.0245
6.29,-0.05613,-0.07027,-0.0348,-0.0267
6.3,-0.05625,-0.07048,-0.0311,-0.0367
6.31,-0.05636,-0.07085,-0.0292,-0.0397
6.32,-0.05648,-0.07107,-0.0268,-0.0439
6.33,-0.05659,-0.07124,-0.0227,-0.0369
6.34,-0.05669,-0.07143,-0.0217,-0.0267
6.35,-0.05677,-0.07169,-0.0197,-0.0388
6.36,-0.05684,-0.07175,-0.0165,-0.0343
6.37,-0.05692,-0.0719,-0.0148,-0.0357
6.38,-0.057,-0.07198,-0.0119,-0.0223
6.39,-0.05499,-0.07203,-0.0083,-0.0254
6.4,-0.05158,-0.07198,-0.0029,-0.0379
6.41,-0.05161,-0.07222,-0.0006,-0.0263
6.42,-0.05164,-0.07212,0,-0.0121
6.43,-0.05167,-0.07204,0.0001,-0.0409
6.44,-0.0517,-0.072,-0.0018,-0.0047
6.45,-0.05173,-0.07215,0.0007,-0.0084
6.46,-0.05175,-0.07201,0.0009,-0.0225
6.47,-0.05173,-0.07214,0.0014,-0.0098
6.48,-0.05167,-0.07207,0.0002,-0.0094
6.49,-0.05159,-0.07207,0.0009,-0.0202
6.5,-0.05151,-0.0721,-0.0007,-0.0034
6.51,-0.05143,-0.07202,-0.0005,0.0035
6.52,-0.05135,-0.07203,-0.0011,-0.0121
6.53,-0.05126,-0.07205,-0.0008,-0.0059
6.54,-0.05111,-0.07205,0.0001,-0.0101
6.55,-0.05093,-0.07203,0.0007,0.0012
6.56,-0.05074,-0.07212,-0.0003,0.0135
6.57,-0.05055,-0.07209,0.0011,0.0034
6.58,-0.05035,-0.07209,0.0007,0.0031
6.59,-0.05016,-0.07199,-0.0004,0.0123
6.6,-0.04994,-0.07204,-0.0006,0.0058
6.61,-0.04971,-0.0721,0.0009,0.0017
6.62,-0.04945,-0.07211,-0.0012,0.0074
6.63,-0.04918,-0.072,0.0001,0.0192
6.64,-0.04892,-0.07199,0.0013,0.0092
6.65,-0.04866,-0.07214,-0,0.0072
6.66,-0.0484,-0.07205,-0.0016,0.0158
6.67,-0.04813,-0.07205,-0.001,0.0149
6.68,-0.04784,-0.07205,0.0016,0.0181
6.69,-0.04755,-0.07212,0.0004,0.0295
6.7,-0.04726,-0.07203,-0.0008,0.0173
6.71,-0.04697,-0.07213,0.0012,0.0161
6.72,-0.04668,-0.07213,0.0001,0.0223
6.73,-0.04639,-0.0722,0.0003,0.0202
6.74,-0.0461,-0.07208,-0.0004,0.0084
6.75,-0.04581,-0.07202,0.0017,0.0248
6.76,-0.04552,-0.07208,0.0003,0.0328
6.77,-0.04522,-0.07202,-0.0019,0.0428
6.78,-0.04493,-0.07205,-0.0001,0.0325
6.79,-0.04464,-0.07209,0.0005,0.0281
6.8,-0.04434,-0.07215,0.0007,0.0335
6.81,-0.04405,-0.072,0.0018,0.033
6.82,-0.04376,-0.07198,-0.0007,0.0266
6.83,-0.04347,-0.07205,-0.0007,0.0264
6.84,-0.04318,-0.07209,0.0005,0.0474
6.85,-0.04289,-0.07211,0.0016,0.0391
6.86,-0.0426,-0.07207,-0,0.0374
6.87,-0.04231,-0.07202,0.0007,0.0558
6.88,-0.04203,-0.072,-0.0004,0.0466
6.89,-0.04174,-0.07205,0.0009,0.0485
6.9,-0.04146,-0.07203,0.001,0.0605
6.91,-0.04117,-0.07208,0.0007,0.0508
6.92,-0.04089,-0.07212,-0.0009,0.0578
6.93,-0.0406,-0.07201,0.0023,0.0555
6.94,-0.04032,-0.07208,0.0013,0.0699
6.95,-0.04004,-0.07204,0.0004,0.0622
6.96,-0.03977,-0.07211,-0.0014,0.0567
6.97,-0.03949,-0.07204,0.0014,0.06
6.98,-0.03921,-0.07198,-0.0002,0.0612
6.99,-0.03893,-0.07201,0,0.0694
7,-0.03865,-0.07197,0.0004,0.0697
7.01,-0.03838,-0.07208,0.0029,0.0689
7.02,-0.0381,-0.07205,0.0004,0.0721
7.03,-0.03783,-0.07204,0.002,0.0689
7.04,-0.03756,-0.07205,0.0038,0.0854
7.05,-0.03729,-0.07199,0.0027,0.0785
7.06,-0.03701,-0.07194,0.0007,0.0869
7.07,-0.03674,-0.072,0.0008,0.0923
7.08,-0.03647,-0.07194,-0.0001,0.0948
7.09,-0.03621,-0.07196,0.0001,0.087
7.1,-0.03594,-0.072,0.0012,0.0946
7.11,-0.03567,-0.07191,0.0015,0.0851
7.12,-0.03541,-0.072,0.0006,0.1016
7.13,-0.03514,-0.07192,0.0002,0.0917
7.14,-0.03488,-0.07194,0.0004,0.0997
7.15,-0.03462,-0.07195,-0.0009,0.1013
7.16,-0.03436,-0.07189,0.0003,0.111
7.17,-0.0341,-0.07192,0.0002,0.1068
7.18,-0.03384,-0.07194,-0.0015,0.1068
7.19,-0.03358,-0.07195,0.0021,0.1158
7.2,-0.03331,-0.07189,0.0003,0.1126
7.21,-0.03306,-0.07187,0.0005,0.1189
7.22,-0.03281,-0.07187,0.003,0.1119
7.23,-0.03256,-0.07185,0.0039,0.1632
7.24,-0.03231,-0.07175,0.0033,0.1239
7.25,-0.03205,-0.07179,0.0057,0.1116
7.26,-0.0318,-0.07172,0.0055,0.1266
7.27,-0.03155,-0.07162,0.0073,0.1244
7.28,-0.03131,-0.07169,0.0114,0.122
7.29,-0.03106,-0.07153,0.0125,0.1164
7.3,-0.03082,-0.0714,0.0145,0.1236
7.31,-0.03057,-0.07123,0.0164,0.1369
7.32,-0.03033,-0.07099,0.0185,0.1363
7.33,-0.03008,-0.0709,0.0195,0.1373
7.34,-0.02984,-0.07063,0.0241,0.1281
7.35,-0.0296,-0.07056,0.025,0.1514
7.36,-0.02936,-0.07019,0.027,0.1214
7.37,-0.02912,-0.07007,0.0302,0.1318
7.38,-0.02888,-0.0699,0.0332,0.1173
7.39,-0.02864,-0.06948,0.0409,0.1142
7.4,-0.02841,-0.0693,0.0432,0.1713
7.41,-0.02817,-0.0689,0.046,0.1104
7.42,-0.02794,-0.06855,0.0508,0.129
7.43,-0.02771,-0.06828,0.0546,0.1109
7.44,-0.02748,-0.06778,0.0588,0.1691
7.45,-0.02725,-0.06738,0.0639,0.1021
7.46,-0.02701,-0.06691,0.0691,0.1074
7.47,-0.02678,-0.06639,0.0752,0.1626
7.48,-0.02656,-0.06573,0.08,0.1185
7.49,-0.02633,-0.06463,0.0878,0.1271
7.5,-0.02611,-0.0634,0.097,0.1035
7.51,-0.02588,-0.06244,0.1058,0.1215
7.52,-0.02566,-0.06061,0.1126,0.134
7.53,-0.02544,-0.05938,0.1171,0.1535
7.54,-0.02522,-0.05805,0.1191,0.1613
7.55,-0.025,-0.05626,0.1182,0.1154
7.56,-0.02478,-0.05488,0.1206,0.1317
7.57,-0.02456,-0.05355,0.1179,0.1142
7.58,-0.02435,-0.05225,0.1157,0.1105
7.59,-0.02413,-0.05121,0.1121,0.1028
7.6,-0.02391,-0.05026,0.1167,0.1407
7.61,-0.0237,-0.04936,0.1145,0.0843
7.62,-0.02349,-0.04846,0.122,0.1239
7.63,-0.02328,-0.04766,0.1212,0.0851
7.64,-0.02308,-0.04706,0.1224,0.1106
7.65,-0.02287,-0.04579,0.1248,0.1198
7.66,-0.02266,-0.04466,0.1249,0.0783
7.67,-0.02245,-0.04373,0.1318,0.0871
7.68,-0.02225,-0.0424,0.1383,0.1008
7.69,-0.02205,-0.03978,0.1449,0.1281
7.7,-0.02185,-0.03834,0.1507,0.1412
7.71,-0.02165,-0.0368,0.1511,0.1563
7.72,-0.02145,-0.03484,0.1507,0.1542
7.73,-0.02126,-0.03314,0.1416,0.0816
7.74,-0.02107,-0.03152,0.1352,0.0351
7.75,-0.02088,-0.03006,0.1359,0.0604
7.76,-0.0207,-0.02906,0.1335,0.0857
7.77,-0.02051,-0.02799,0.1316,0.065
7.78,-0.02033,-0.02697,0.134,0.0685
7.79,-0.02015,-0.02597,0.1325,0.1068
7.8,-0.01998,-0.02506,0.1298,0.0577
7.81,-0.01982,-0.02416,0.1329,0.076
7.82,-0.01968,-0.02302,0.1325,0.0821
7.83,-0.01954,-0.02133,0.134,0.0797
7.84,-0.0194,-0.02008,0.139,0.0656
7.85,-0.01926,-0.01851,0.1418,0.1261
7.86,-0.01913,-0.01659,0.1413,0.0761
7.87,-0.01901,-0.01491,0.1393,0.0964
7.88,-0.01895,-0.01249,0.1335,0.1038
7.89,-0.01889,-0.0112,0.1278,0.0427
7.9,-0.01883,-0.00986,0.1203,0.0479
7.91,-0.01877,-0.00882,0.1148,0.0245
7.92,-0.01871,-0.00781,0.1134,0.0384
7.93,-0.01867,-0.00701,0.1063,0.0363
7.94,-0.01864,-0.00623,0.1029,0.0582
7.95,-0.01866,-0.00547,0.0996,0.0527
7.96,-0.01867,-0.00479,0.0949,0.0431
7.97,-0.01868,-0.00419,0.0927,0.0383
7.98,-0.01869,-0.00342,0.0868,0.0243
7.99,-0.0208,-0.00298,0.083,0.0224
8,-0.02429,-0.00219,0.0839,0.0322
8.01,-0.02437,0.00026,0.0726,0.0462
8.02,-0.02446,0.00132,0.0678,0.018
8.03,-0.02454,0.00227,0.0673,0.0169
8.04,-0.02462,0.00303,0.0598,0.0306
8.05,-0.02471,0.00372,0.0603,0.0161
8.06,-0.02479,0.00454,0.0506,0.0251
8.07,-0.02492,0.0053,0.0503,0.0237
8.08,-0.02509,0.00549,0.0395,0.0198
8.09,-0.02528,0.00622,0.0371,0.0232
8.1,-0.02547,0.00649,0.0286,0.0103
8.11,-0.02565,0.00687,0.0219,-0.0041
8.12,-0.02584,0.00705,0.0181,0.0028
8.13,-0.02603,0.00727,0.0128,0.0035
8.14,-0.02625,0.00734,0.008,-0.0031
8.15,-0.02649,0.00731,0.0012,-0.009
8.16,-0.02672,0.00733,0.0004,-0.0038
8.17,-0.02696,0.00738,-0.0025,-0.0123
8.18,-0.0272,0.00739,-0.0013,-0.0147
8.19,-0.02744,0.0074,0.0006,-0.0203
8.2,-0.02768,0.00747,-0.0006,-0.0303
8.21,-0.02793,0.00738,-0.0024,-0.0213
8.22,-0.02819,0.00739,-0.0008,-0.0337
8.23,-0.02845,0.00733,-0.0005,-0.0153
8.24,-0.02871,0.00739,-0.0022,-0.033
8.25,-0.02896,0.00739,-0.0012,-0.024
8.26,-0.02922,0.00728,0.0003,-0.0244
8.27,-0.02948,0.0073,0.0002,-0.0297
8.28,-0.02975,0.00733,0.0019,-0.0363
8.29,-0.03001,0.00742,-0.0001,-0.0278
8.3,-0.03028,0.00744,-0.0008,-0.033
8.31,-0.03054,0.00734,0,-0.0282
8.32,-0.03081,0.0074,-0.0019,-0.0316
8.33,-0.03107,0.00731,-0.0007,-0.044
8.34,-0.03134,0.00734,-0.0019,-0.0449
8.35,-0.03161,0.00737,-0.0004,-0.0472
8.36,-0.03188,0.00742,-0.0022,-0.044
8.37,-0.03215,0.00736,-0.002,-0.046
8.38,-0.03241,0.00731,-0.0009,-0.0386
8.39,-0.03268,0.00727,-0.0022,-0.0659
8.4,-0.03295,0.00731,0.0005,-0.0557
8.41,-0.03322,0.00736,-0.0005,-0.0608
8.42,-0.03349,0.00742,-0.0019,-0.065
8.43,-0.03376,0.0074,-0.0002,-0.0633
8.44,-0.03402,0.00736,-0.0006,-0.0726
8.45,-0.03429,0.00736,-0.0016,-0.0745
8.46,-0.03456,0.00722,-0.0015,-0.0712
8.47,-0.03483,0.00734,0.0004,-0.0868
8.48,-0.03509,0.00728,-0.0003,-0.0746
8.49,-0.03536,0.00733,0.0008,-0.0743
8.5,-0.03563,0.00736,0.0014,-0.0767
8.51,-0.03589,0.00737,0.0003,-0.0776
8.52,-0.03616,0.00733,0.0034,-0.085
8.53,-0.03643,0.00733,-0.0005,-0.0914
8.54,-0.03669,0.00734,0.0016,-0.0987
8.55,-0.03695,0.00731,-0.0008,-0.0802
8.56,-0.03721,0.00736,-0.0013,-0.1
8.57,-0.03748,0.00736,0.0029,-0.097
8.58,-0.03774,0.00744,-0.0032,-0.1003
8.59,-0.038,0.00735,-0.0017,-0.1001
8.6,-0.03826,0.0074,-0.0002,-0.101
8.61,-0.03852,0.00729,0.0008,-0.1003
8.62,-0.03878,0.0074,0.0005,-0.1121
8.63,-0.03904,0.00733,0.0009,-0.121
8.64,-0.03929,0.00742,-0.0007,-0.1156
8.65,-0.03955,0.00737,0.0017,-0.1188
8.66,-0.03981,0.00736,0.0004,-0.1226
8.67,-0.04006,0.0074,0.0018,-0.1382
8.68,-0.04031,0.00736,0.0003,-0.1116
8.69,-0.04057,0.0074,0.0018,-0.1396
8.7,-0.04082,0.00737,0.0005,-0.1312
8.71,-0.04107,0.00736,-0.0007,-0.1198
8.72,-0.04132,0.00746,-0.0005,-0.1195
8.73,-0.04157,0.00732,0.0025,-0.1376
8.74,-0.04182,0.00729,-0.0036,-0.1272
8.75,-0.04206,0.00738,-0.0002,-0.1413
8.76,-0.04231,0.00738,-0.001,-0.1611
8.77,-0.04255,0.00735,-0.0019,-0.1513
8.78,-0.04279,0.0074,0.0022,-0.1503
8.79,-0.04304,0.00724,0.0009,-0.1537
8.8,-0.04328,0.00728,0.0006,-0.1516
8.81,-0.04352,0.00738,-0.0013,-0.1521
8.82,-0.04375,0.00735,-0.0007,-0.1544
8.83,-0.04398,0.00733,0.001,-0.1672
8.84,-0.04422,0.00735,-0.0019,-0.166
8.85,-0.04445,0.00739,0.0006,-0.1583
8.86,-0.04469,0.00736,-0.002,-0.1665
8.87,-0.04492,0.00732,-0.0013,-0.1668
8.88,-0.04514,0.00733,-0.0051,-0.1886
8.89,-0.04537,0.00738,-0.0087,-0.1837
8.9,-0.04559,0.0074,-0.0098,-0.1878
8.91,-0.04582,0.00736,-0.0111,-0.1607
8.92,-0.04604,0.00735,-0.0205,-0.1503
8.93,-0.04627,0.00721,-0.023,-0.1795
8.94,-0.04649,0.00702,-0.0245,-0.1886
8.95,-0.0467,0.00657,-0.0307,-0.2073
8.96,-0.04692,0.00615,-0.0381,-0.1982
8.97,-0.04714,0.00566,-0.0413,-0.1591
8.98,-0.04735,0.00524,-0.0496,-0.1856
8.99,-0.04757,0.00442,-0.0586,-0.1344
9,-0.04778,0.00345,-0.0654,-0.1952
9.01,-0.04799,-0.00043,-0.0907,-0.1838
9.02,-0.0482,-0.00152,-0.098,-0.1432
9.03,-0.04841,-0.00256,-0.1034,-0.1387
9.04,-0.04862,-0.00366,-0.1088,-0.1811
9.05,-0.04882,-0.00443,-0.1167,-0.1643
9.06,-0.04903,-0.00517,-0.1244,-0.1829
9.07,-0.04923,-0.00599,-0.1292,-0.1622
9.08,-0.04943,-0.00699,-0.1386,-0.1339
9.09,-0.04963,-0.00824,-0.1455,-0.1824
9.1,-0.04983,-0.00945,-0.1502,-0.1684
9.11,-0.05002,-0.01087,-0.1538,-0.2102
9.12,-0.05022,-0.01241,-0.159,-0.1288
9.13,-0.05042,-0.0152,-0.1601,-0.149
9.14,-0.05061,-0.01634,-0.165,-0.1394
9.15,-0.05079,-0.01837,-0.1682,-0.1168
9.16,-0.05098,-0.02063,-0.1707,-0.1313
9.17,-0.05117,-0.02283,-0.171,-0.1166
9.18,-0.05135,-0.0248,-0.1749,-0.1251
9.19,-0.05154,-0.02585,-0.1766,-0.1981
9.2,-0.05173,-0.0272,-0.186,-0.1545
9.21,-0.0519,-0.02848,-0.1878,-0.1612
9.22,-0.05208,-0.03021,-0.1893,-0.1918
9.23,-0.05225,-0.03186,-0.1938,-0.1354
9.24,-0.05243,-0.03418,-0.1937,-0.1459
9.25,-0.0526,-0.03641,-0.1987,-0.0351
9.26,-0.05278,-0.03939,-0.2007,-0.0255
9.27,-0.05295,-0.04136,-0.1984,-0.0754
9.28,-0.05311,-0.0435,-0.193,-0.0944
9.29,-0.05327,-0.0457,-0.1933,-0.118
9.3,-0.05344,-0.04723,-0.1947,-0.1055
9.31,-0.0536,-0.04839,-0.1946,-0.1147
9.32,-0.05376,-0.04983,-0.1956,-0.1272
9.33,-0.05392,-0.05129,-0.1943,-0.1643
9.34,-0.05407,-0.05327,-0.1948,-0.1911
9.35,-0.05423,-0.05525,-0.1956,-0.1031
9.36,-0.05437,-0.05746,-0.1967,-0.0104
9.37,-0.05452,-0.05974,-0.1943,-0.0419
9.38,-0.05467,-0.06299,-0.1898,-0.0459
9.39,-0.05482,-0.06507,-0.181,-0.0326
9.4,-0.05496,-0.06683,-0.1769,-0.0831
9.41,-0.0551,-0.06797,-0.1743,-0.0855
9.42,-0.05524,-0.06931,-0.175,-0.0268
9.43,-0.05537,-0.07043,-0.1737,-0.035
9.44,-0.0555,-0.07192,-0.1697,-0.0637
9.45,-0.05564,-0.07331,-0.1668,-0.0415
9.46,-0.05577,-0.07491,-0.1633,-0.0687
9.47,-0.0559,-0.07635,-0.1607,-0.0414
9.48,-0.05601,-0.078,-0.1567,-0.0203
9.49,-0.05613,-0.0801,-0.1521,-0.0106
9.5,-0.05625,-0.08193,-0.1453,-0.0131
9.51,-0.05636,-0.08353,-0.1315,-0.0014
9.52,-0.05648,-0.08508,-0.1255,-0.0161
9.53,-0.05659,-0.08652,-0.1162,-0.051
9.54,-0.05669,-0.08759,-0.1067,-0.0532
9.55,-0.05677,-0.08851,-0.1047,-0.0176
9.56,-0.05684,-0.08935,-0.0976,-0.0201
9.57,-0.05692,-0.08995,-0.0959,-0.0141
9.58,-0.057,-0.0906,-0.0918,-0.0184
9.59,-0.05499,-0.09117,-0.0865,-0.0187
9.6,-0.05158,-0.09183,-0.0832,-0.0143
9.61,-0.05161,-0.09224,-0.0751,0.0041
9.62,-0.05164,-0.09289,-0.066,-0.0081
9.63,-0.05167,-0.0934,-0.063,0.0031
9.64,-0.0517,-0.09399,-0.0569,-0.0058
9.65,-0.05173,-0.09435,-0.0507,0.0196
9.66,-0.05175,-0.09482,-0.0429,-0.0007
9.67,-0.05173,-0.09531,-0.0398,0.01
9.68,-0.05167,-0.09567,-0.0299,0.0114
9.69,-0.05159,-0.09597,-0.0269,0.0273
9.7,-0.05151,-0.09614,-0.0206,0.0211
9.71,-0.05143,-0.09636,-0.0145,0.0299
9.72,-0.05135,-0.09645,-0.0062,0.0131
9.73,-0.05126,-0.09635,-0.0031,0.027
9.74,-0.05111,-0.09644,0.0014,0.0384
9.75,-0.05093,-0.09653,-0.0002,0.0196
9.76,-0.05074,-0.09649,0.0021,0.0409
9.77,-0.05055,-0.09646,-0.001,0.0428
9.78,-0.05035,-0.09655,-0.0018,0.0402
9.79,-0.05016,-0.09647,-0.0004,0.0457
9.8,-0.04994,-0.09645,0.0019,0.0488
9.81,-0.04971,-0.09653,-0.0011,0.0429
9.82,-0.04945,-0.09639,0.002,0.0553
9.83,-0.04918,-0.09647,0.002,0.0598
9.84,-0.04892,-0.09651,0.0013,0.0557
9.85,-0.04866,-0.09657,0.0004,0.037
9.86,-0.0484,-0.09643,0.0025,0.0654
9.87,-0.04813,-0.09639,0.0003,0.0667
9.88,-0.04784,-0.09653,0.0003,0.0538
9.89,-0.04755,-0.09644,0.0019,0.0661
9.9,-0.04726,-0.09647,0.0008,0.0725
9.91,-0.04697,-0.09645,0.0018,0.0745
9.92,-0.04668,-0.09649,0.0016,0.0702
9.93,-0.04639,-0.09651,0.0005,0.0786
9.94,-0.0461,-0.09651,-0.0012,0.0855
9.95,-0.04581,-0.09648,0.0006,0.081
9.96,-0.04552,-0.09649,0.0032,0.0808
9.97,-0.04522,-0.09656,0.0021,0.0854
9.98,-0.04493,-0.09646,0.001,0.0915
9.99,-0.04464,-0.09654,0.001,0.0934
10,-0.04434,-0.0964,-0.0025,0.1052
10.01,-0.04405,-0.09646,0.0003,0.1127
10.02,-0.04376,-0.09635,0.0028,0.1083
10.03,-0.04347,-0.0964,-0.0025,0.1036
10.04,-0.04318,-0.09649,-0.002,0.1111
10.05,-0.04289,-0.0964,-0.0002,0.1173
10.06,-0.0426,-0.09637,0.0018,0.1214
10.07,-0.04231,-0.09639,0.0022,0.1173
10.08,-0.04203,-0.0964,0.0021,0.136
10.09,-0.04174,-0.09636,0.0035,0.1292
10.1,-0.04146,-0.09633,0.0026,0.1096
10.11,-0.04117,-0.09628,0.0074,0.1384
10.12,-0.04089,-0.09616,0.012,0.1194
10.13,-0.0406,-0.09607,0.0097,0.1368
10.14,-0.04032,-0.09586,0.0104,0.1252
10.15,-0.04004,-0.09578,0.0134,0.1304
10.16,-0.03977,-0.0957,0.0156,0.1624
10.17,-0.03949,-0.09556,0.0155,0.1598
10.18,-0.03921,-0.09531,0.0186,0.1748
10.19,-0.03893,-0.09493,0.0172,0.171
10.2,-0.03865,-0.09481,0.0201,0.1586
10.21,-0.03838,-0.09459,0.023,0.1219
10.22,-0.0381,-0.09441,0.0227,0.1172
10.23,-0.03783,-0.09405,0.0262,0.1874
10.24,-0.03756,-0.09388,0.0275,0.1157
10.25,-0.03729,-0.0936,0.0308,0.1365
10.26,-0.03701,-0.09335,0.0318,0.1462
10.27,-0.03674,-0.09305,0.0344,0.1714
10.28,-0.03647,-0.09275,0.0386,0.1342
10.29,-0.03621,-0.0925,0.041,0.1745
10.3,-0.03594,-0.09222,0.0484,0.1449
10.31,-0.03567,-0.09177,0.0483,0.1569
10.32,-0.03541,-0.09142,0.0573,0.1506
10.33,-0.03514,-0.09101,0.0602,0.1667
10.34,-0.03488,-0.0904,0.0696,0.2026
10.35,-0.03462,-0.09,0.0727,0.1849
10.36,-0.03436,-0.08939,0.0768,0.147
10.37,-0.0341,-0.08878,0.0841,0.1565
10.38,-0.03384,-0.08822,0.0899,0.1446
10.39,-0.03358,-0.0873,0.1004,0.1561
10.4,-0.03331,-0.08642,0.1062,0.1356
10.41,-0.03306,-0.08522,0.116,0.1516
10.42,-0.03281,-0.08427,0.1258,0.1352
10.43,-0.03256,-0.08204,0.1395,0.1373
10.44,-0.03231,-0.08094,0.147,0.1353
10.45,-0.03205,-0.07875,0.1549,0.2118
10.46,-0.0318,-0.0764,0.152,0.1864
10.47,-0.03155,-0.07501,0.1507,0.2012
10.48,-0.03131,-0.07337,0.15,0.147
10.49,-0.03106,-0.07199,0.1489,0.0979
10.5,-0.03082,-0.07063,0.1518,0.0978
