t_s,cmd_turns,pos_turns,vel_tps,trq_Nm
1.88,-0.02975,-0.01826,-0.0452,-0.1159
1.89,-0.03001,-0.01874,-0.0497,-0.1248
1.9,-0.03028,-0.0193,-0.0516,-0.0936
1.91,-0.03054,-0.01997,-0.0511,-0.1114
1.92,-0.03081,-0.02058,-0.0488,-0.0887
1.93,-0.03107,-0.02117,-0.0497,-0.1149
1.94,-0.03134,-0.02198,-0.0496,-0.0821
1.95,-0.03161,-0.02249,-0.0514,-0.1123
1.96,-0.03188,-0.02318,-0.0524,-0.0724
1.97,-0.03215,-0.02384,-0.0545,-0.1066
1.98,-0.03241,-0.02456,-0.0539,-0.1019
1.99,-0.03268,-0.02532,-0.0562,-0.1288
2,-0.03295,-0.0258,-0.0588,-0.073
2.01,-0.03322,-0.02754,-0.0712,-0.1171
2.02,-0.03349,-0.02816,-0.0736,-0.0694
2.03,-0.03376,-0.02874,-0.082,-0.0572
2.04,-0.03402,-0.02934,-0.0821,-0.0918
2.05,-0.03429,-0.02986,-0.0866,-0.0831
2.06,-0.03456,-0.03051,-0.0866,-0.0758
2.07,-0.03483,-0.03132,-0.0884,-0.0427
2.08,-0.03509,-0.03211,-0.0897,-0.0759
2.09,-0.03536,-0.03307,-0.093,-0.0504
2.1,-0.03563,-0.03394,-0.0929,-0.0585
2.11,-0.03589,-0.03492,-0.0904,-0.0367
2.12,-0.03616,-0.03589,-0.0929,-0.0471
2.13,-0.03643,-0.03682,-0.0874,-0.0626
2.14,-0.03669,-0.03784,-0.0836,-0.074
2.15,-0.03695,-0.03881,-0.0762,-0.0464
2.16,-0.03721,-0.0397,-0.0768,-0.039
2.17,-0.03748,-0.04023,-0.067,-0.0439
2.18,-0.03774,-0.04108,-0.0615,-0.0568
2.19,-0.038,-0.04198,-0.053,-0.0342
2.2,-0.03826,-0.04245,-0.045,-0.0438
2.21,-0.03852,-0.04297,-0.038,-0.0423
2.22,-0.03878,-0.04328,-0.0327,-0.0373
2.23,-0.03904,-0.04365,-0.0293,-0.0531
2.24,-0.03929,-0.04391,-0.022,-0.0388
2.25,-0.03955,-0.04416,-0.0181,-0.0293
2.26,-0.03981,-0.04422,-0.0144,-0.0469
2.27,-0.04006,-0.04447,-0.0082,-0.0431
2.28,-0.04031,-0.04443,-0.0043,-0.0472
2.29,-0.04057,-0.04444,0.0001,-0.0459
2.3,-0.04082,-0.04445,-0.002,-0.0334
2.31,-0.04107,-0.04453,0.0009,-0.0387
2.32,-0.04132,-0.04452,0.0002,-0.0407
2.33,-0.04157,-0.04442,0,-0.049
2.34,-0.04182,-0.04446,0.0001,-0.0436
2.35,-0.04206,-0.04451,0.0006,-0.0559
2.36,-0.04231,-0.0444,-0.0009,-0.0476
2.37,-0.04255,-0.04455,-0.0026,-0.0468
2.38,-0.04279,-0.04454,0.0006,-0.0517
2.39,-0.04304,-0.04453,0.0005,-0.0442
2.4,-0.04328,-0.04451,-0.0002,-0.0503
2.41,-0.04352,-0.04447,0.0002,-0.0657
2.42,-0.04375,-0.04452,0.0011,-0.0676
2.43,-0.04398,-0.04451,-0.0001,-0.0551
2.44,-0.04422,-0.04446,-0.0016,-0.054
2.45,-0.04445,-0.04449,-0.0014,-0.0675
2.46,-0.04469,-0.04455,0.0011,-0.0725
2.47,-0.04492,-0.04458,-0.0012,-0.0636
2.48,-0.04514,-0.04448,-0.0015,-0.0816
2.49,-0.04537,-0.04445,-0.0013,-0.0725
2.5,-0.04559,-0.04459,0.0002,-0.0676
2.51,-0.04582,-0.04453,0.001,-0.0848
2.52,-0.04604,-0.04453,-0.003,-0.077
2.53,-0.04627,-0.04448,-0.0009,-0.0689
2.54,-0.04649,-0.04452,-0.0011,-0.076
2.55,-0.0467,-0.04453,0.0007,-0.0912
2.56,-0.04692,-0.04448,-0.0007,-0.0909
2.57,-0.04714,-0.04441,-0.0004,-0.0909
2.58,-0.04735,-0.04452,0.0007,-0.0936
2.59,-0.04757,-0.04458,-0.0011,-0.0923
2.6,-0.04778,-0.04451,-0.0001,-0.093
2.61,-0.04799,-0.04455,-0.0014,-0.0996
2.62,-0.0482,-0.04446,-0.0008,-0.1004
2.63,-0.04841,-0.04452,-0.0004,-0.1081
2.64,-0.04862,-0.04458,-0.0036,-0.1018
2.65,-0.04882,-0.04455,-0.0038,-0.1122
2.66,-0.04903,-0.04468,-0.0055,-0.1074
2.67,-0.04923,-0.04482,-0.0039,-0.1157
2.68,-0.04943,-0.04474,-0.0071,-0.1125
2.69,-0.04963,-0.04487,-0.0096,-0.1328
2.7,-0.04983,-0.04497,-0.0127,-0.1034
2.71,-0.05002,-0.04513,-0.0138,-0.1128
2.72,-0.05022,-0.04521,-0.0148,-0.1203
2.73,-0.05042,-0.04548,-0.0185,-0.1385
2.74,-0.05061,-0.04583,-0.0219,-0.1158
2.75,-0.05079,-0.04598,-0.0252,-0.1036
2.76,-0.05098,-0.04622,-0.0302,-0.1378
2.77,-0.05117,-0.04665,-0.03,-0.122
2.78,-0.05135,-0.04688,-0.0359,-0.1203
2.79,-0.05154,-0.04721,-0.0385,-0.1135
2.8,-0.05173,-0.04762,-0.0432,-0.0849
2.81,-0.0519,-0.04804,-0.0505,-0.1036
2.82,-0.05208,-0.04844,-0.0507,-0.0983
2.83,-0.05225,-0.04882,-0.0559,-0.0878
2.84,-0.05243,-0.04919,-0.0597,-0.0915
2.85,-0.0526,-0.04967,-0.0669,-0.0784
2.86,-0.05278,-0.05014,-0.0656,-0.0666
2.87,-0.05295,-0.05063,-0.0721,-0.0779
2.88,-0.05311,-0.05122,-0.075,-0.0667
2.89,-0.05327,-0.05177,-0.074,-0.0719
2.9,-0.05344,-0.05239,-0.078,-0.0835
2.91,-0.0536,-0.05293,-0.0783,-0.0513
2.92,-0.05376,-0.05368,-0.0805,-0.0445
2.93,-0.05392,-0.05455,-0.0775,-0.0841
2.94,-0.05407,-0.05537,-0.0774,-0.0517
2.95,-0.05423,-0.0562,-0.074,-0.0496
2.96,-0.05437,-0.057,-0.0753,-0.0411
2.97,-0.05452,-0.0578,-0.0726,-0.0534
2.98,-0.05467,-0.05855,-0.0647,-0.0509
2.99,-0.05482,-0.05914,-0.0594,-0.0251
3,-0.05496,-0.05981,-0.0492,-0.0394
3.01,-0.0551,-0.06138,-0.03,-0.0245
3.02,-0.05524,-0.0616,-0.0233,-0.0385
3.03,-0.05537,-0.06176,-0.0135,-0.0266
3.04,-0.0555,-0.06185,-0.0071,-0.0371
3.05,-0.05564,-0.06206,-0,-0.0349
3.06,-0.05577,-0.06191,0.0015,-0.0366
3.07,-0.0559,-0.06187,0.0001,-0.0402
3.08,-0.05601,-0.06191,0.0037,-0.0184
3.09,-0.05613,-0.06185,0.0004,-0.0307
3.1,-0.05625,-0.0619,0.0001,-0.0235
3.11,-0.05636,-0.06194,-0.0007,-0.0299
3.12,-0.05648,-0.06193,-0.0005,-0.0199
3.13,-0.05659,-0.06185,0.0004,-0.028
3.14,-0.05669,-0.06189,0.0035,-0.019
3.15,-0.05677,-0.06189,-0.0003,-0.0044
3.16,-0.05684,-0.0619,0.0021,-0.0201
3.17,-0.05692,-0.06198,0.0011,-0.021
3.18,-0.057,-0.06185,0.0019,0.02
3.19,-0.05499,-0.06192,0,0.0406
3.2,-0.05158,-0.06192,0.0023,0.1079
3.21,-0.05161,-0.06192,0.0062,0.0772
3.22,-0.05164,-0.06182,0.0044,0.0428
3.23,-0.05167,-0.06171,0.0015,0.048
3.24,-0.0517,-0.06177,0.0017,0.0471
3.25,-0.05173,-0.06175,-0.0001,0.0458
3.26,-0.05175,-0.06175,-0.0006,0.0537
3.27,-0.05173,-0.06168,-0.001,0.0613
3.28,-0.05167,-0.06175,-0.0016,0.0626
3.29,-0.05159,-0.06185,-0.0007,0.0634
3.3,-0.05151,-0.06168,0,0.0787
3.31,-0.05143,-0.0618,0.0019,0.0704
3.32,-0.05135,-0.06169,0.0017,0.0681
3.33,-0.05126,-0.06169,0.0039,0.0748
3.34,-0.05111,-0.06163,0.0042,0.0773
3.35,-0.05093,-0.06152,0.0069,0.0902
3.36,-0.05074,-0.06151,0.0046,0.0913
3.37,-0.05055,-0.06133,0.0119,0.1033
3.38,-0.05035,-0.06129,0.0079,0.0997
3.39,-0.05016,-0.06125,0.0111,0.1088
3.4,-0.04994,-0.06106,0.0164,0.1242
3.41,-0.04971,-0.06087,0.0183,0.1128
3.42,-0.04945,-0.06059,0.0276,0.1008
3.43,-0.04918,-0.06045,0.0299,0.1237
3.44,-0.04892,-0.06023,0.0304,0.0856
3.45,-0.04866,-0.06015,0.0379,0.1195
3.46,-0.0484,-0.0599,0.0417,0.0893
3.47,-0.04813,-0.05931,0.0461,0.1322
3.48,-0.04784,-0.05862,0.054,0.1146
3.49,-0.04755,-0.05785,0.0542,0.1394
3.5,-0.04726,-0.05684,0.0582,0.0989
3.51,-0.04697,-0.05627,0.0628,0.1279
3.52,-0.04668,-0.05534,0.0661,0.1093
3.53,-0.04639,-0.05472,0.0704,0.1165
3.54,-0.0461,-0.0539,0.0696,0.1127
3.55,-0.04581,-0.05325,0.0735,0.0683
3.56,-0.04552,-0.05249,0.0749,0.0981
3.57,-0.04522,-0.05199,0.0792,0.0692
3.58,-0.04493,-0.05137,0.079,0.1252
3.59,-0.04464,-0.05068,0.0794,0.1154
3.6,-0.04434,-0.0501,0.0843,0.0822
3.61,-0.04405,-0.04939,0.086,0.0898
3.62,-0.04376,-0.04879,0.0876,0.0887
3.63,-0.04347,-0.04824,0.0896,0.0892
3.64,-0.04318,-0.04756,0.0896,0.0949
3.65,-0.04289,-0.04674,0.0904,0.0787
3.66,-0.0426,-0.04591,0.0907,0.0846
3.67,-0.04231,-0.04489,0.0913,0.0666
3.68,-0.04203,-0.04418,0.0896,0.0615
3.69,-0.04174,-0.04307,0.0879,0.0595
3.7,-0.04146,-0.04262,0.0893,0.0374
3.71,-0.04117,-0.04133,0.0842,0.0419
3.72,-0.04089,-0.04009,0.0883,0.0374
3.73,-0.0406,-0.03915,0.0838,0.0579
3.74,-0.04032,-0.0377,0.0852,0.035
3.75,-0.04004,-0.03737,0.0794,0.0285
3.76,-0.03977,-0.03627,0.0733,0.0343
3.77,-0.03949,-0.03535,0.0684,0.0512
3.78,-0.03921,-0.03452,0.0654,0.0228
3.79,-0.03893,-0.03391,0.0592,0.0172
3.8,-0.03865,-0.03329,0.0563,0.0114
3.81,-0.03838,-0.0328,0.0474,0.0235
3.82,-0.0381,-0.03238,0.0437,0.0143
3.83,-0.03783,-0.03207,0.0392,0.0246
3.84,-0.03756,-0.03168,0.0319,0.0225
3.85,-0.03729,-0.03142,0.0294,0.0191
3.86,-0.03701,-0.03121,0.0223,0.0279
3.87,-0.03674,-0.03112,0.0174,0.0315
3.88,-0.03647,-0.03102,0.0119,0.0352
3.89,-0.03621,-0.03092,0.0048,0.0331
3.9,-0.03594,-0.0308,0.0034,0.0218
3.91,-0.03567,-0.03087,-0.0004,0.019
3.92,-0.03541,-0.03091,-0.0011,0.0185
3.93,-0.03514,-0.0308,0.0001,0.024
3.94,-0.03488,-0.03079,0.0004,0.0222
3.95,-0.03462,-0.0309,-0.0024,0.0203
3.96,-0.03436,-0.03074,-0.0014,0.032
3.97,-0.0341,-0.03082,-0.0013,0.0285
3.98,-0.03384,-0.03086,0.0004,0.0291
3.99,-0.03358,-0.03081,0.0009,0.031
4,-0.03331,-0.03085,-0.002,0.0266
4.01,-0.03306,-0.03087,0.0001,0.0334
4.02,-0.03281,-0.03091,-0.0008,0.0439
4.03,-0.03256,-0.03091,0.0012,0.0336
4.04,-0.03231,-0.0308,-0.0018,0.0391
4.05,-0.03205,-0.03089,-0.0017,0.0474
4.06,-0.0318,-0.03084,0.0007,0.0494
4.07,-0.03155,-0.03085,-0.0009,0.0494
4.08,-0.03131,-0.03086,0.0004,0.0528
4.09,-0.03106,-0.03075,-0.0009,0.0412
4.1,-0.03082,-0.03078,0.0018,0.0462
4.11,-0.03057,-0.03084,-0.0003,0.0521
4.12,-0.03033,-0.03086,0.0001,0.0554
4.13,-0.03008,-0.03076,0.0003,0.0399
4.14,-0.02984,-0.03088,0.0007,0.0616
4.15,-0.0296,-0.03089,0.0003,0.0608
4.16,-0.02936,-0.03074,-0.0004,0.0699
4.17,-0.02912,-0.03084,-0.0022,0.0656
4.18,-0.02888,-0.03084,0.0023,0.0585
4.19,-0.02864,-0.03079,0.0028,0.0587
4.2,-0.02841,-0.03082,0.0013,0.0657
4.21,-0.02817,-0.0308,0.0004,0.0613
4.22,-0.02794,-0.03076,-0.0009,0.0788
4.23,-0.02771,-0.0309,0.0008,0.0899
4.24,-0.02748,-0.0308,0.0003,0.0868
4.25,-0.02725,-0.03082,0.0011,0.0921
4.26,-0.02701,-0.03078,0.0013,0.0887
4.27,-0.02678,-0.03074,0.0024,0.0943
4.28,-0.02656,-0.03073,0.0027,0.0895
4.29,-0.02633,-0.03075,0.0051,0.0945
4.3,-0.02611,-0.03071,0.0035,0.0901
4.31,-0.02588,-0.03051,0.0034,0.1029
4.32,-0.02566,-0.03061,0.0052,0.1169
4.33,-0.02544,-0.0306,0.004,0.0936
4.34,-0.02522,-0.03047,0.0066,0.1078
4.35,-0.025,-0.03037,0.0096,0.1022
4.36,-0.02478,-0.0303,0.0102,0.0849
4.37,-0.02456,-0.03023,0.015,0.1241
4.38,-0.02435,-0.03003,0.0167,0.1062
4.39,-0.02413,-0.02992,0.0179,0.1259
4.4,-0.02391,-0.02978,0.0206,0.1214
4.41,-0.0237,-0.0297,0.0238,0.0937
4.42,-0.02349,-0.02944,0.027,0.1265
4.43,-0.02328,-0.02916,0.0316,0.1146
4.44,-0.02308,-0.02891,0.0329,0.1025
4.45,-0.02287,-0.02866,0.0389,0.1214
4.46,-0.02266,-0.0284,0.0483,0.0896
4.47,-0.02245,-0.02801,0.0452,0.1006
4.48,-0.02225,-0.02753,0.0488,0.0781
4.49,-0.02205,-0.02727,0.0572,0.0849
4.5,-0.02185,-0.02687,0.055,0.1038
4.51,-0.02165,-0.02629,0.0598,0.0955
4.52,-0.02145,-0.02598,0.0601,0.1403
4.53,-0.02126,-0.02539,0.0635,0.1002
4.54,-0.02107,-0.02482,0.0681,0.0992
4.55,-0.02088,-0.02411,0.0668,0.1035
4.56,-0.0207,-0.02333,0.07,0.091
4.57,-0.02051,-0.02266,0.0718,0.0807
4.58,-0.02033,-0.02183,0.0722,0.0718
4.59,-0.02015,-0.02108,0.0727,0.0664
4.6,-0.01998,-0.02017,0.0728,0.0452
4.61,-0.01982,-0.01941,0.07,0.0571
4.62,-0.01968,-0.01867,0.0744,0.0457
4.63,-0.01954,-0.01763,0.0719,0.0623
4.64,-0.0194,-0.01668,0.0679,0.0497
4.65,-0.01926,-0.01598,0.0693,0.0526
4.66,-0.01913,-0.01503,0.0628,0.0372
4.67,-0.01901,-0.01428,0.0591,0.0369
4.68,-0.01895,-0.01364,0.0557,0.0185
4.69,-0.01889,-0.01305,0.0507,0.0173
4.7,-0.01883,-0.01255,0.0453,0.0271
4.71,-0.01877,-0.01212,0.0418,0.0139
4.72,-0.01871,-0.01177,0.035,0.0333
4.73,-0.01867,-0.01156,0.0278,0.0054
4.74,-0.01864,-0.01129,0.0233,0.008
4.75,-0.01866,-0.0111,0.0167,0.0155
4.76,-0.01867,-0.01097,0.0105,0.0234
4.77,-0.01868,-0.01097,0.0066,0.0012
4.78,-0.01869,-0.01092,-0.0005,-0.0211
4.79,-0.0208,-0.01101,-0.0008,-0.0613
4.8,-0.02429,-0.01099,-0.006,-0.1268
4.81,-0.02437,-0.011,-0.0135,-0.0829
4.82,-0.02446,-0.0112,-0.0179,-0.058
4.83,-0.02454,-0.01136,-0.0167,-0.0571
4.84,-0.02462,-0.01148,-0.0182,-0.0619
4.85,-0.02471,-0.01168,-0.0176,-0.0758
4.86,-0.02479,-0.01167,-0.0156,-0.0613
4.87,-0.02492,-0.01188,-0.0177,-0.0733
4.88,-0.02509,-0.01211,-0.0204,-0.0723
4.89,-0.02528,-0.01229,-0.0224,-0.0771
4.9,-0.02547,-0.01242,-0.0242,-0.0995
4.91,-0.02565,-0.01281,-0.0254,-0.0711
4.92,-0.02584,-0.01295,-0.0289,-0.0923
4.93,-0.02603,-0.01327,-0.0299,-0.1142
4.94,-0.02625,-0.01355,-0.0354,-0.0947
4.95,-0.02649,-0.01383,-0.0373,-0.1083
4.96,-0.02672,-0.01432,-0.0383,-0.1096
4.97,-0.02696,-0.01476,-0.0414,-0.0824
4.98,-0.0272,-0.01517,-0.0432,-0.1125
4.99,-0.02744,-0.0157,-0.045,-0.1007
5,-0.02768,-0.01623,-0.0466,-0.0913
5.01,-0.02793,-0.01837,-0.0511,-0.0795
5.02,-0.02819,-0.01908,-0.0523,-0.0809
5.03,-0.02845,-0.01982,-0.0518,-0.0905
5.04,-0.02871,-0.02023,-0.0491,-0.0812
5.05,-0.02896,-0.02079,-0.0478,-0.0824
5.06,-0.02922,-0.02124,-0.0467,-0.1051
5.07,-0.02948,-0.02212,-0.0451,-0.0989
5.08,-0.02975,-0.02256,-0.0463,-0.127
5.09,-0.03001,-0.02349,-0.0489,-0.0785
5.1,-0.03028,-0.02399,-0.0456,-0.1048
5.11,-0.03054,-0.0244,-0.0483,-0.0944
5.12,-0.03081,-0.02514,-0.0482,-0.1046
5.13,-0.03107,-0.0255,-0.049,-0.0731
5.14,-0.03134,-0.02594,-0.0542,-0.0937
5.15,-0.03161,-0.02632,-0.0521,-0.0652
5.16,-0.03188,-0.02679,-0.0559,-0.0809
5.17,-0.03215,-0.02728,-0.0563,-0.0604
5.18,-0.03241,-0.02782,-0.0598,-0.0694
5.19,-0.03268,-0.02828,-0.0632,-0.064
5.2,-0.03295,-0.02864,-0.0682,-0.0556
5.21,-0.03322,-0.02927,-0.0726,-0.1039
5.22,-0.03349,-0.02974,-0.0752,-0.0898
5.23,-0.03376,-0.03018,-0.072,-0.0546
