t_s,cmd_turns,pos_turns,vel_tps,trq_Nm
13.62,-0.03281,-0.031,0.0179,0.0251
13.63,-0.03256,-0.03071,0.016,0.0244
13.64,-0.03231,-0.03051,0.0091,0.0303
13.65,-0.03205,-0.03046,0.0065,0.0338
13.66,-0.0318,-0.03033,0.0088,0.0362
13.67,-0.03155,-0.03032,0.005,0.0603
13.68,-0.03131,-0.03032,0.0066,0.0485
13.69,-0.03106,-0.03022,0.0037,0.0449
13.7,-0.03082,-0.03006,0.004,0.0629
13.71,-0.03057,-0.03004,0.0031,0.0685
13.72,-0.03033,-0.03015,-0.0005,0.0661
13.73,-0.03008,-0.0301,0.0006,0.0687
13.74,-0.02984,-0.0301,0.0015,0.0743
13.75,-0.0296,-0.03001,0.0036,0.074
13.76,-0.02936,-0.02995,0.0056,0.0737
13.77,-0.02912,-0.02981,0.0091,0.0717
13.78,-0.02888,-0.02972,0.0113,0.0839
13.79,-0.02864,-0.02949,0.0166,0.1177
13.8,-0.02841,-0.02928,0.0168,0.0928
13.81,-0.02817,-0.02924,0.0163,0.0805
13.82,-0.02794,-0.02882,0.0247,0.0638
13.83,-0.02771,-0.02835,0.0218,0.0614
13.84,-0.02748,-0.02803,0.0268,0.0777
13.85,-0.02725,-0.02759,0.0219,0.0667
13.86,-0.02701,-0.02731,0.0268,0.0714
13.87,-0.02678,-0.02699,0.0263,0.0736
13.88,-0.02656,-0.02667,0.024,0.0705
13.89,-0.02633,-0.02643,0.023,0.061
13.9,-0.02611,-0.02611,0.027,0.065
13.91,-0.02588,-0.02573,0.0261,0.0536
13.92,-0.02566,-0.02546,0.0248,0.0683
13.93,-0.02544,-0.02525,0.0214,0.0546
13.94,-0.02522,-0.025,0.0227,0.0511
13.95,-0.025,-0.0248,0.0208,0.0657
13.96,-0.02478,-0.02446,0.0207,0.0605
13.97,-0.02456,-0.02426,0.0187,0.0511
13.98,-0.02435,-0.02411,0.0183,0.057
13.99,-0.02413,-0.02388,0.0156,0.0583
14,-0.02391,-0.02374,0.0171,0.0651
14.01,-0.0237,-0.02324,0.0122,0.0731
14.02,-0.02349,-0.02313,0.0134,0.06
14.03,-0.02328,-0.02295,0.0112,0.0556
14.04,-0.02308,-0.02284,0.0109,0.0547
14.05,-0.02287,-0.02275,0.0103,0.0722
14.06,-0.02266,-0.02267,0.0097,0.0696
14.07,-0.02245,-0.02252,0.0103,0.0757
14.08,-0.02225,-0.02252,0.0094,0.0734
14.09,-0.02205,-0.02246,0.0106,0.0677
14.1,-0.02185,-0.02216,0.0103,0.0836
14.11,-0.02165,-0.02213,0.0102,0.0776
14.12,-0.02145,-0.02205,0.0131,0.0814
14.13,-0.02126,-0.02204,0.0148,0.0818
14.14,-0.02107,-0.02178,0.0148,0.1006
14.15,-0.02088,-0.02168,0.0124,0.0924
14.16,-0.0207,-0.02155,0.0156,0.1093
14.17,-0.02051,-0.02138,0.0188,0.099
14.18,-0.02033,-0.02108,0.0203,0.1043
14.19,-0.02015,-0.0209,0.0188,0.0911
14.2,-0.01998,-0.02093,0.018,0.0896
14.21,-0.01982,-0.02063,0.0186,0.087
14.22,-0.01968,-0.02038,0.018,0.0926
14.23,-0.01954,-0.02031,0.0229,0.0688
14.24,-0.0194,-0.02013,0.018,0.0905
14.25,-0.01926,-0.01998,0.0168,0.0905
14.26,-0.01913,-0.01981,0.0197,0.0918
14.27,-0.01901,-0.01972,0.0193,0.0934
14.28,-0.01895,-0.01953,0.0184,0.0772
14.29,-0.01889,-0.0194,0.0169,0.1013
14.3,-0.01883,-0.0192,0.0148,0.0863
14.31,-0.01877,-0.01913,0.0184,0.0907
14.32,-0.01871,-0.019,0.0147,0.0754
14.33,-0.01867,-0.01877,0.012,0.072
14.34,-0.01864,-0.01882,0.0157,0.0606
14.35,-0.01866,-0.01881,0.0181,0.0535
14.36,-0.01867,-0.01867,0.0117,0.0647
14.37,-0.01868,-0.01851,0.012,0.0569
14.38,-0.01869,-0.01835,0.0109,0.0101
14.39,-0.0208,-0.01836,-0.0007,-0.0894
14.4,-0.02429,-0.01845,-0.0111,-0.1757
14.41,-0.02437,-0.01861,-0.0272,-0.1315
14.42,-0.02446,-0.01885,-0.0306,-0.0518
14.43,-0.02454,-0.01905,-0.0331,-0.0481
14.44,-0.02462,-0.01927,-0.034,-0.0371
14.45,-0.02471,-0.01956,-0.0366,-0.054
14.46,-0.02479,-0.01988,-0.0347,-0.0512
14.47,-0.02492,-0.02016,-0.0366,-0.0539
14.48,-0.02509,-0.02046,-0.0368,-0.0481
14.49,-0.02528,-0.02087,-0.0391,-0.0711
14.5,-0.02547,-0.02112,-0.0382,-0.0663
14.51,-0.02565,-0.02148,-0.0388,-0.0481
14.52,-0.02584,-0.02188,-0.0415,-0.071
14.53,-0.02603,-0.02226,-0.0426,-0.0446
14.54,-0.02625,-0.0227,-0.0413,-0.0794
14.55,-0.02649,-0.0232,-0.0412,-0.0512
14.56,-0.02672,-0.0235,-0.0446,-0.0833
14.57,-0.02696,-0.02399,-0.0394,-0.0522
14.58,-0.0272,-0.02434,-0.0391,-0.0728
14.59,-0.02744,-0.02474,-0.0381,-0.0756
14.6,-0.02768,-0.02523,-0.0398,-0.0401
14.61,-0.02793,-0.02566,-0.0333,-0.059
14.62,-0.02819,-0.02593,-0.0386,-0.0503
14.63,-0.02845,-0.02656,-0.0341,-0.0727
14.64,-0.02871,-0.02686,-0.0307,-0.0719
14.65,-0.02896,-0.02706,-0.0275,-0.0651
14.66,-0.02922,-0.02768,-0.0274,-0.0632
14.67,-0.02948,-0.02783,-0.0245,-0.0808
14.68,-0.02975,-0.02824,-0.0234,-0.0666
14.69,-0.03001,-0.02852,-0.0239,-0.0585
14.7,-0.03028,-0.02883,-0.0249,-0.0622
14.71,-0.03054,-0.02906,-0.0249,-0.085
14.72,-0.03081,-0.02933,-0.0216,-0.1028
14.73,-0.03107,-0.02964,-0.0183,-0.0703
14.74,-0.03134,-0.02984,-0.0141,-0.0827
14.75,-0.03161,-0.03012,-0.0179,-0.0779
14.76,-0.03188,-0.03034,-0.0186,-0.0803
14.77,-0.03215,-0.03053,-0.0189,-0.0705
14.78,-0.03241,-0.03073,-0.0173,-0.089
14.79,-0.03268,-0.03091,-0.0122,-0.1122
14.8,-0.03295,-0.03101,-0.0144,-0.0898
14.81,-0.03322,-0.0313,-0.0135,-0.1245
14.82,-0.03349,-0.03135,-0.0138,-0.1256
14.83,-0.03376,-0.03156,-0.0156,-0.1288
14.84,-0.03402,-0.03171,-0.017,-0.1108
14.85,-0.03429,-0.0321,-0.0209,-0.1237
14.86,-0.03456,-0.03227,-0.0183,-0.1294
14.87,-0.03483,-0.03245,-0.0155,-0.144
14.88,-0.03509,-0.03278,-0.0214,-0.1307
14.89,-0.03536,-0.03298,-0.0225,-0.1292
14.9,-0.03563,-0.03333,-0.0238,-0.1447
14.91,-0.03589,-0.03356,-0.0283,-0.1047
14.92,-0.03616,-0.03399,-0.0282,-0.1404
14.93,-0.03643,-0.03428,-0.0298,-0.139
14.94,-0.03669,-0.03471,-0.0344,-0.1161
14.95,-0.03695,-0.0353,-0.0367,-0.1297
14.96,-0.03721,-0.03568,-0.0338,-0.136
14.97,-0.03748,-0.03612,-0.0398,-0.1118
14.98,-0.03774,-0.03669,-0.0368,-0.087
14.99,-0.038,-0.03712,-0.0415,-0.1141
15,-0.03826,-0.03756,-0.0438,-0.0704
15.01,-0.03852,-0.03898,-0.0463,-0.0759
15.02,-0.03878,-0.03943,-0.0462,-0.0454
15.03,-0.03904,-0.03977,-0.0481,-0.0507
15.04,-0.03929,-0.04017,-0.048,-0.0394
15.05,-0.03955,-0.04046,-0.0455,-0.0508
15.06,-0.03981,-0.0408,-0.0466,-0.0386
15.07,-0.04006,-0.04123,-0.0428,-0.047
15.08,-0.04031,-0.04153,-0.0473,-0.0209
15.09,-0.04057,-0.04181,-0.0425,-0.0422
15.1,-0.04082,-0.04207,-0.0404,-0.0348
15.11,-0.04107,-0.04243,-0.04,-0.0332
15.12,-0.04132,-0.04273,-0.0352,-0.0519
15.13,-0.04157,-0.04298,-0.0327,-0.0345
15.14,-0.04182,-0.0432,-0.0283,-0.0373
15.15,-0.04206,-0.04355,-0.029,-0.0337
15.16,-0.04231,-0.04375,-0.0278,-0.0428
15.17,-0.04255,-0.04396,-0.0266,-0.041
15.18,-0.04279,-0.04419,-0.0246,-0.0234
15.19,-0.04304,-0.04437,-0.0194,-0.0573
15.2,-0.04328,-0.04461,-0.0173,-0.0476
15.21,-0.04352,-0.04475,-0.0142,-0.0387
15.22,-0.04375,-0.04493,-0.0121,-0.0445
15.23,-0.04398,-0.045,-0.0083,-0.0426
15.24,-0.04422,-0.04509,-0.0085,-0.0602
15.25,-0.04445,-0.0451,-0.009,-0.0546
15.26,-0.04469,-0.04506,-0.0045,-0.063
15.27,-0.04492,-0.04516,-0.0045,-0.07
15.28,-0.04514,-0.04525,-0.007,-0.0717
15.29,-0.04537,-0.04535,-0.0069,-0.0745
15.3,-0.04559,-0.04547,-0.0093,-0.0703
15.31,-0.04582,-0.04546,-0.0103,-0.0763
15.32,-0.04604,-0.04559,-0.0096,-0.0755
15.33,-0.04627,-0.04558,-0.0109,-0.0789
15.34,-0.04649,-0.04579,-0.0113,-0.0687
15.35,-0.0467,-0.04582,-0.011,-0.0911
15.36,-0.04692,-0.04588,-0.0144,-0.0986
15.37,-0.04714,-0.04603,-0.0119,-0.0935
15.38,-0.04735,-0.04617,-0.0137,-0.0881
15.39,-0.04757,-0.04642,-0.0183,-0.0799
15.4,-0.04778,-0.04655,-0.0207,-0.0873
15.41,-0.04799,-0.04684,-0.021,-0.1068
15.42,-0.0482,-0.04706,-0.0247,-0.1014
15.43,-0.04841,-0.04721,-0.0232,-0.0816
15.44,-0.04862,-0.04738,-0.0263,-0.1049
15.45,-0.04882,-0.04773,-0.0256,-0.0867
15.46,-0.04903,-0.04804,-0.0192,-0.0795
15.47,-0.04923,-0.04819,-0.0225,-0.1114
15.48,-0.04943,-0.04836,-0.023,-0.0712
15.49,-0.04963,-0.04877,-0.0214,-0.0886
15.5,-0.04983,-0.04907,-0.023,-0.0858
15.51,-0.05002,-0.0492,-0.0203,-0.0725
15.52,-0.05022,-0.04948,-0.0221,-0.0996
15.53,-0.05042,-0.04972,-0.0193,-0.0932
15.54,-0.05061,-0.04988,-0.0153,-0.0992
15.55,-0.05079,-0.05018,-0.0201,-0.0796
15.56,-0.05098,-0.05046,-0.0207,-0.0889
15.57,-0.05117,-0.05054,-0.0202,-0.0822
15.58,-0.05135,-0.05076,-0.0172,-0.0985
15.59,-0.05154,-0.0511,-0.0189,-0.0973
15.6,-0.05173,-0.05128,-0.0144,-0.1093
15.61,-0.0519,-0.05131,-0.0176,-0.0924
15.62,-0.05208,-0.05162,-0.0166,-0.1141
15.63,-0.05225,-0.05182,-0.0145,-0.1008
15.64,-0.05243,-0.05205,-0.0141,-0.1137
15.65,-0.0526,-0.05226,-0.0132,-0.0706
15.66,-0.05278,-0.05239,-0.0132,-0.085
15.67,-0.05295,-0.05255,-0.0153,-0.1019
15.68,-0.05311,-0.05274,-0.0124,-0.1048
15.69,-0.05327,-0.05292,-0.0112,-0.0932
15.7,-0.05344,-0.05299,-0.0098,-0.0985
15.71,-0.0536,-0.05324,-0.009,-0.1106
15.72,-0.05376,-0.05326,-0.0124,-0.0914
15.73,-0.05392,-0.05341,-0.0087,-0.1136
15.74,-0.05407,-0.05362,-0.0088,-0.0918
15.75,-0.05423,-0.05376,-0.0086,-0.1235
15.76,-0.05437,-0.05379,-0.006,-0.1043
15.77,-0.05452,-0.05393,-0.0062,-0.1241
15.78,-0.05467,-0.05402,-0.0064,-0.0943
15.79,-0.05482,-0.05407,-0.0065,-0.1118
15.8,-0.05496,-0.05422,-0.0083,-0.117
15.81,-0.0551,-0.05428,-0.009,-0.1267
15.82,-0.05524,-0.05454,-0.0072,-0.1317
15.83,-0.05537,-0.05456,-0.0088,-0.1238
15.84,-0.0555,-0.05465,-0.01,-0.1278
15.85,-0.05564,-0.05481,-0.0076,-0.1169
15.86,-0.05577,-0.05488,-0.0128,-0.1048
15.87,-0.0559,-0.05518,-0.0121,-0.119
15.88,-0.05601,-0.05529,-0.0112,-0.1308
15.89,-0.05613,-0.05554,-0.0099,-0.1015
15.9,-0.05625,-0.05554,-0.0091,-0.1339
15.91,-0.05636,-0.05572,-0.0128,-0.1206
15.92,-0.05648,-0.05596,-0.0117,-0.1079
15.93,-0.05659,-0.05607,-0.0138,-0.1083
15.94,-0.05669,-0.05614,-0.0157,-0.1202
15.95,-0.05677,-0.05653,-0.0177,-0.1056
15.96,-0.05684,-0.0566,-0.0172,-0.1239
15.97,-0.05692,-0.05675,-0.016,-0.104
15.98,-0.057,-0.05701,-0.0134,-0.0229
15.99,-0.05499,-0.05705,-0.0072,0.0373
